"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"Human Diseases","Cancer: overview","hsa05205","Proteoglycans in cancer","2/109","144/5433",0.0138888888888889,0.692278287461774,-0.535459600280526,0.79075274088136,0.96047757638386,0.96047757638386,"7430/29102",2
"Environmental Information Processing","Signal transduction","hsa04151","PI3K-Akt signaling pathway","3/109","213/5433",0.0140845070422535,0.702028685876728,-0.634750589269548,0.807920068395235,0.96047757638386,0.96047757638386,"3326/894/57521",3
"Environmental Information Processing","Signal transduction","hsa04070","Phosphatidylinositol signaling system","1/109","81/5433",0.0123456790123457,0.615358477743799,-0.499016295694306,0.808702321148153,0.96047757638386,0.96047757638386,"5297",1
"Organismal Systems","Endocrine system","hsa04915","Estrogen signaling pathway","1/109","82/5433",0.0121951219512195,0.607854106063996,-0.511930764039506,0.812598331423724,0.96047757638386,0.96047757638386,"3326",1
"Human Diseases","Infectious disease: viral","hsa05167","Kaposi sarcoma-associated herpesvirus infection","2/109","152/5433",0.0131578947368421,0.65584258812168,-0.615736563511609,0.815267446980189,0.96047757638386,0.96047757638386,"4775/4772",2
"Environmental Information Processing","Signal transduction","hsa04066","HIF-1 signaling pathway","1/109","85/5433",0.0117647058823529,0.586400431732326,-0.54988002851721,0.823820819380758,0.96047757638386,0.96047757638386,"7428",1
"Human Diseases","Cancer: specific types","hsa05215","Prostate cancer","1/109","85/5433",0.0117647058823529,0.586400431732326,-0.54988002851721,0.823820819380758,0.96047757638386,0.96047757638386,"3326",1
"Environmental Information Processing","Signal transduction","hsa04064","NF-kappa B signaling pathway","1/109","87/5433",0.0114942528735632,0.57291996203733,-0.574550924709982,0.830929866466551,0.96047757638386,0.96047757638386,"142",1
"Environmental Information Processing","Signaling molecules and interaction","hsa04080","Neuroactive ligand-receptor interaction","1/109","89/5433",0.0112359550561798,0.560045356148851,-0.598747607370764,0.837754580946085,0.96047757638386,0.96047757638386,"286530",1
"Organismal Systems","Immune system","hsa04650","Natural killer cell mediated cytotoxicity","1/109","89/5433",0.0112359550561798,0.560045356148851,-0.598747607370764,0.837754580946085,0.96047757638386,0.96047757638386,"4772",1
"Metabolism","Nucleotide metabolism","hsa00230","Purine metabolism","1/109","91/5433",0.010989010989011,0.547736667002722,-0.62249266660553,0.844306233839764,0.96047757638386,0.96047757638386,"6240",1
"Environmental Information Processing","Signaling molecules and interaction","hsa04514","Cell adhesion molecule (CAM) interaction","1/109","91/5433",0.010989010989011,0.547736667002722,-0.62249266660553,0.844306233839764,0.96047757638386,0.96047757638386,"6693",1
"Organismal Systems","Circulatory system","hsa04261","Adrenergic signaling in cardiomyocytes","1/109","92/5433",0.0108695652173913,0.541783007578779,-0.634202458620885,0.847483062838541,0.96047757638386,0.96047757638386,"476",1
"Environmental Information Processing","Signal transduction","hsa04371","Apelin signaling pathway","1/109","92/5433",0.0108695652173913,0.541783007578779,-0.634202458620885,0.847483062838541,0.96047757638386,0.96047757638386,"30849",1
"Cellular Processes","Cell growth and death","hsa04114","Oocyte meiosis","1/109","93/5433",0.010752688172043,0.535957383841373,-0.645807104762491,0.850595653392856,0.96047757638386,0.96047757638386,"8243",1
"Organismal Systems","Immune system","hsa04611","Platelet activation","1/109","93/5433",0.010752688172043,0.535957383841373,-0.645807104762491,0.850595653392856,0.96047757638386,0.96047757638386,"2909",1
"Human Diseases","Cardiovascular disease","hsa05415","Diabetic cardiomyopathy","2/109","167/5433",0.0119760479041916,0.596934571224524,-0.756950472449681,0.854464346954346,0.96047757638386,0.96047757638386,"51660/142",2
"Human Diseases","Infectious disease: viral","hsa05163","Human cytomegalovirus infection","2/109","168/5433",0.0119047619047619,0.593381389252949,-0.765978908814142,0.856790101290737,0.96047757638386,0.96047757638386,"4775/4772",2
"Cellular Processes","Transport and catabolism","hsa04137","Mitophagy - animal","1/109","96/5433",0.0104166666666667,0.51920871559633,-0.68001377092117,0.859560738862718,0.96047757638386,0.96047757638386,"10075",1
"Human Diseases","Endocrine and metabolic disease","hsa04936","Alcoholic liver disease","1/109","97/5433",0.0103092783505155,0.513856048425234,-0.691221040890114,0.862428994336573,0.96047757638386,0.96047757638386,"2194",1
"Environmental Information Processing","Signal transduction","hsa04390","Hippo signaling pathway","1/109","99/5433",0.0101010101010101,0.503475118154017,-0.713355829402163,0.867992510171371,0.96047757638386,0.96047757638386,"894",1
"Organismal Systems","Nervous system","hsa04722","Neurotrophin signaling pathway","1/109","99/5433",0.0101010101010101,0.503475118154017,-0.713355829402163,0.867992510171371,0.96047757638386,0.96047757638386,"9500",1
"Human Diseases","Infectious disease: viral","hsa05162","Measles","1/109","109/5433",0.0091743119266055,0.457284740341722,-0.818917901159327,0.892636939808732,0.96047757638386,0.96047757638386,"894",1
"Human Diseases","Cancer: overview","hsa05207","Chemical carcinogenesis - receptor activation","1/109","113/5433",0.00884955752212389,0.441097669887148,-0.859000530477752,0.901165240176697,0.96047757638386,0.96047757638386,"3326",1
"Organismal Systems","Development and regeneration","hsa04360","Axon guidance","1/109","114/5433",0.0087719298245614,0.43722839208112,-0.868847819794413,0.903190238075333,0.96047757638386,0.96047757638386,"4775",1
"Metabolism","Energy metabolism","hsa00190","Oxidative phosphorylation","1/109","115/5433",0.00869565217391304,0.433426406063024,-0.878628304210119,0.905174119265366,0.96047757638386,0.96047757638386,"9550",1
"Organismal Systems","Development and regeneration","hsa04380","Osteoclast differentiation","1/109","115/5433",0.00869565217391304,0.433426406063024,-0.878628304210119,0.905174119265366,0.96047757638386,0.96047757638386,"4772",1
"Cellular Processes","Cell motility","hsa04814","Motor proteins","1/109","115/5433",0.00869565217391304,0.433426406063024,-0.878628304210119,0.905174119265366,0.96047757638386,0.96047757638386,"1778",1
"Cellular Processes","Cellular community - eukaryotes","hsa04530","Tight junction","1/109","116/5433",0.00862068965517241,0.429689971527997,-0.888343193362962,0.907117711029201,0.96047757638386,0.96047757638386,"7430",1
"Environmental Information Processing","Signal transduction","hsa04010","MAPK signaling pathway","2/109","214/5433",0.00934579439252336,0.465832118665866,-1.1406833843475,0.933395038125546,0.974089614231571,0.974089614231571,"4775/4772",2
"Environmental Information Processing","Signal transduction","hsa04015","Rap1 signaling pathway","1/109","135/5433",0.00740740740740741,0.369215086646279,-1.06185767667967,0.937378728007088,0.974089614231571,0.974089614231571,"23094",1
"Human Diseases","Infectious disease: bacterial","hsa05152","Tuberculosis","1/109","137/5433",0.0072992700729927,0.36382508538137,-1.07903850300795,0.93992917504442,0.974089614231571,0.974089614231571,"3313",1
"Organismal Systems","Immune system","hsa04621","NOD-like receptor signaling pathway","1/109","142/5433",0.00704225352112676,0.351014342938364,-1.12120363318165,0.945863807011386,0.974089614231571,0.974089614231571,"3326",1
"Human Diseases","Infectious disease: viral","hsa05168","Herpes simplex virus 1 infection","1/109","148/5433",0.00675675675675676,0.33678403173816,-1.17040843291195,0.952222911768536,0.974089614231571,0.974089614231571,"3054",1
"Human Diseases","Infectious disease: viral","hsa05165","Human papillomavirus infection","2/109","238/5433",0.00840336134453781,0.418857451237376,-1.31175425787806,0.956050917671727,0.974089614231571,0.974089614231571,"894/9550",2
"Human Diseases","Cancer: overview","hsa05200","Pathways in cancer","3/109","356/5433",0.00842696629213483,0.420034017111638,-1.61956373982715,0.977680265972171,0.985867276367821,0.985867276367821,"3326/894/7428",3
"Human Diseases","Neurodegenerative disease","hsa05022","Pathways of neurodegeneration - multiple diseases","3/109","362/5433",0.00828729281767956,0.413072127325257,-1.65373653249628,0.979781675896415,0.985867276367821,0.985867276367821,"11273/30849/3064",3
"Human Diseases","Neurodegenerative disease","hsa05010","Alzheimer disease","1/109","304/5433",0.00328947368421053,0.16396064703042,-2.14645243457454,0.9982381829267,0.9982381829267,0.9982381829267,"30849",1
