"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"Human Diseases","Cancer: overview","hsa05203","Viral carcinogenesis","9/174","160/5433",0.05625,1.75635775862069,1.76628707612636,0.0702415728605337,0.493886059175628,0.459805032869941,"578/5610/6672/5423/3017/8365/8349/3665/10379",9
"Environmental Information Processing","Signaling molecules and interaction","hsa04060","Cytokine-cytokine receptor interaction","8/174","138/5433",0.0579710144927536,1.81009495252374,1.75325629366995,0.0742165359721613,0.495530554613869,0.461336048506011,"3560/958/8743/3601/3557/1230/23529/246778",8
"Organismal Systems","Development and regeneration","hsa04380","Osteoclast differentiation","7/174","115/5433",0.0608695652173913,1.90059970014993,1.77545418958651,0.0748801726972069,0.495530554613869,0.461336048506011,"10859/5608/6772/2209/6773/8651/10379",7
"Organismal Systems","Immune system","hsa04613","Neutrophil extracellular trap formation","7/174","120/5433",0.0583333333333333,1.82140804597701,1.65494127287692,0.0892876739870004,0.571385200510931,0.531956280241756,"834/2209/3017/8365/1536/8349/51284",7
"Organismal Systems","Immune system","hsa04658","Th1 and Th2 cell differentiation","5/174","75/5433",0.0666666666666667,2.0816091954023,1.71554678878726,0.091421632081749,0.571385200510931,0.531956280241756,"864/3560/2625/7535/6772",5
"Metabolism","Metabolism of cofactors and vitamins","hsa00830","Retinol metabolism","2/174","17/5433",0.117647058823529,3.67342799188641,2.00796687099251,0.101319249327094,0.616130570232328,0.573613957783548,"10170/9249",2
"Cellular Processes","Transport and catabolism","hsa04145","Phagocytosis","10/174","201/5433",0.0497512437810945,1.55343969806142,1.4542443600277,0.1097185364089,0.649031769081505,0.60424478150746,"9341/1514/948/64422/9711/6993/2209/1536/6890/6891",10
"Human Diseases","Cancer: overview","hsa05235","PD-L1 expression and PD-1 checkpoint pathway in cancer","5/174","80/5433",0.0625,1.95150862068966,1.55941611725654,0.112498839974128,0.649031769081505,0.60424478150746,"5608/7535/6772/29126/116071",5
"Human Diseases","Cancer: specific types","hsa05221","Acute myeloid leukemia","4/174","60/5433",0.0666666666666667,2.0816091954023,1.53228833389867,0.124868058447154,0.702382828765242,0.653914306078518,"597/5371/2209/3815",4
"Human Diseases","Infectious disease: viral","hsa05161","Hepatitis B","7/174","132/5433",0.053030303030303,1.65582549634274,1.3873922987915,0.129764870603656,0.712124289898115,0.662983549425613,"843/23586/5608/64135/6772/6773/3665",7
"Human Diseases","Infectious disease: parasitic","hsa05143","African trypanosomiasis","2/174","21/5433",0.0952380952380952,2.97372742200328,1.64824151157097,0.144192977866658,0.761543955953541,0.70899296951932,"8542/3620",2
"Environmental Information Processing","Signal transduction","hsa04064","NF-kappa B signaling pathway","5/174","87/5433",0.0574712643678161,1.79449068569164,1.35874161979654,0.145539511582232,0.761543955953541,0.70899296951932,"958/23586/7535/8737/597",5
"Organismal Systems","Immune system","hsa04659","Th17 cell differentiation","5/174","91/5433",0.0549450549450549,1.71561197423266,1.25212957221131,0.166095752500566,0.816040070833144,0.759728533781501,"3560/2625/7535/6772/246778",5
"Metabolism","Metabolism of other amino acids","hsa00410","beta-Alanine metabolism","2/174","23/5433",0.0869565217391304,2.71514242878561,1.4992304535563,0.166834858925887,0.816040070833144,0.759728533781501,"55748/57571",2
"Metabolism","Global and overview maps","hsa01210","2-Oxocarboxylic acid metabolism","2/174","23/5433",0.0869565217391304,2.71514242878561,1.4992304535563,0.166834858925887,0.816040070833144,0.759728533781501,"48/3417",2
"Environmental Information Processing","Signal transduction","hsa04668","TNF signaling pathway","5/174","93/5433",0.0537634408602151,1.67871709306637,1.20077752857693,0.176786548873826,0.846318585034272,0.787917653435416,"843/5608/79651/8737/840",5
NA,NA,"hsa04156","Integrated stress response (ISR) signaling pathway","3/174","47/5433",0.0638297872340425,1.99303008070433,1.24360104432159,0.18981782913691,0.889771074079266,0.828371666628183,"5610/467/22809",3
"Metabolism","Amino acid metabolism","hsa00380","Tryptophan metabolism","2/174","26/5433",0.0769230769230769,2.40185676392573,1.30321193907151,0.201794150468744,0.923283473982881,0.859571514959501,"15/3620",2
"Organismal Systems","Immune system","hsa04640","Hematopoietic cell lineage","4/174","73/5433",0.0547945205479452,1.71091166745394,1.11223766112033,0.205174105329529,0.923283473982881,0.859571514959501,"952/948/2209/3815",4
"Metabolism","Carbohydrate metabolism","hsa00020","Citrate cycle (TCA cycle)","2/174","27/5433",0.0740740740740741,2.31289910600255,1.24387899295331,0.213634551774714,0.924380272102128,0.860592627594496,"48/3417",2
"Environmental Information Processing","Membrane transport","hsa02010","ABC transporters","2/174","27/5433",0.0740740740740741,2.31289910600255,1.24387899295331,0.213634551774714,0.924380272102128,0.860592627594496,"6890/6891",2
"Cellular Processes","Transport and catabolism","hsa04140","Autophagy - animal","7/174","154/5433",0.0454545454545455,1.4192789968652,0.960042714939122,0.223090916521181,0.930006481531363,0.865830595671304,"64689/1514/10241/64422/9711/4218/2081",7
"Environmental Information Processing","Signaling molecules and interaction","hsa04061","Viral protein interaction with cytokine and cytokine receptor","3/174","51/5433",0.0588235294117647,1.8367139959432,1.09192596770507,0.223201555567527,0.930006481531363,0.865830595671304,"3560/8743/1230",3
"Metabolism","Global and overview maps","hsa01230","Biosynthesis of amino acids","3/174","52/5433",0.0576923076923077,1.8013925729443,1.05613250280479,0.231727479765971,0.947976053588063,0.882560162170875,"48/3417/5631",3
"Human Diseases","Endocrine and metabolic disease","hsa04930","Type II diabetes mellitus","2/174","29/5433",0.0689655172413793,2.15338882282996,1.13271326533693,0.23749178320532,0.954208057521376,0.888362121388322,"773/8651",2
"Organismal Systems","Environmental adaptation","hsa04710","Circadian rhythm","2/174","30/5433",0.0666666666666667,2.0816091954023,1.08047925709814,0.249477283873032,0.981440809300315,0.913715654038656,"8553/1454",2
"Genetic Information Processing","Folding, sorting and degradation","hsa04120","Ubiquitin mediated proteolysis","6/174","133/5433",0.0451127819548872,1.40860772621208,0.867755508687531,0.252993630841859,0.981440809300315,0.913715654038656,"22954/5371/9246/7318/140739/8651",6
"Genetic Information Processing","Folding, sorting and degradation","hsa04130","SNARE interactions in vesicular transport","2/174","31/5433",0.0645161290322581,2.01446051167964,1.03024762719694,0.261481372404844,0.997174725272709,0.92836383779775,"9341/10791",2
"Human Diseases","Cancer: specific types","hsa05216","Thyroid cancer","2/174","32/5433",0.0625,1.95150862068966,0.981868997153991,0.273490645968108,0.99750420767229,0.928670583984963,"578/10342",2
"Organismal Systems","Immune system","hsa04625","C-type lectin receptor signaling pathway","4/174","84/5433",0.0476190476190476,1.48686371100164,0.817925350023097,0.28201158367354,0.99750420767229,0.928670583984963,"6772/834/6773/10379",4
"Human Diseases","Infectious disease: parasitic","hsa05144","Malaria","2/174","33/5433",0.0606060606060606,1.89237199582027,0.935209569996212,0.285492531680993,0.99750420767229,0.928670583984963,"958/948",2
"Human Diseases","Infectious disease: viral","hsa05163","Human cytomegalovirus infection","7/174","168/5433",0.0416666666666667,1.30100574712644,0.720830509633898,0.29206440778707,0.99750420767229,0.928670583984963,"578/5608/8737/1230/567/6890/6891",7
"Human Diseases","Infectious disease: parasitic","hsa05145","Toxoplasmosis","4/174","87/5433",0.0459770114942529,1.43559254855331,0.744952377229435,0.303762784899792,0.99750420767229,0.928670583984963,"958/5608/6772/8651",4
"Organismal Systems","Immune system","hsa04672","Intestinal immune network for IgA production","2/174","35/5433",0.0571428571428571,1.78423645320197,0.846579069471812,0.309427766016601,0.99750420767229,0.928670583984963,"958/3601",2
"Human Diseases","Infectious disease: parasitic","hsa05140","Leishmaniasis","3/174","62/5433",0.0483870967741935,1.51084538375973,0.735801487006765,0.319273613519133,0.99750420767229,0.928670583984963,"6772/2209/1536",3
"Cellular Processes","Cell growth and death","hsa04216","Ferroptosis","2/174","36/5433",0.0555555555555556,1.73467432950192,0.804401415229547,0.321339776578734,0.99750420767229,0.928670583984963,"6303/1536",2
"Metabolism","Lipid metabolism","hsa00061","Fatty acid biosynthesis","1/174","13/5433",0.0769230769230769,2.40185676392573,0.920404204055323,0.345336030401072,0.99750420767229,0.928670583984963,"32",1
"Human Diseases","Infectious disease: viral","hsa05165","Human papillomavirus infection","9/174","238/5433",0.0378151260504202,1.18074471167777,0.518637865585066,0.352696071877065,0.99750420767229,0.928670583984963,"578/5610/6772/8638/4599/6773/4600/9636/10379",9
"Metabolism","Metabolism of other amino acids","hsa00480","Glutathione metabolism","2/174","39/5433",0.0512820512820513,1.60123784261715,0.685371529241551,0.356739723629498,0.99750420767229,0.928670583984963,"51056/3417",2
"Metabolism","Metabolism of other amino acids","hsa00450","Selenocompound metabolism","1/174","14/5433",0.0714285714285714,2.23029556650246,0.83833349937341,0.366352917985982,0.99750420767229,0.928670583984963,"22928",1
"Organismal Systems","Digestive system","hsa04975","Fat digestion and absorption","1/174","14/5433",0.0714285714285714,2.23029556650246,0.83833349937341,0.366352917985982,0.99750420767229,0.928670583984963,"948",1
"Metabolism","Lipid metabolism","hsa00561","Glycerolipid metabolism","2/174","40/5433",0.05,1.56120689655172,0.647948821398868,0.368399795804255,0.99750420767229,0.928670583984963,"8527/56894",2
"Organismal Systems","Nervous system","hsa04727","GABAergic synapse","2/174","40/5433",0.05,1.56120689655172,0.647948821398868,0.368399795804255,0.99750420767229,0.928670583984963,"6539/773",2
"Metabolism","Lipid metabolism","hsa00140","Steroid hormone biosynthesis","1/174","15/5433",0.0666666666666667,2.0816091954023,0.762955871107158,0.386698847543177,0.99750420767229,0.928670583984963,"10170",1
"Metabolism","Metabolism of cofactors and vitamins","hsa00790","Folate biosynthesis","1/174","15/5433",0.0666666666666667,2.0816091954023,0.762955871107158,0.386698847543177,0.99750420767229,0.928670583984963,"873",1
"Environmental Information Processing","Signal transduction","hsa04392","Hippo signaling pathway - multiple species","1/174","15/5433",0.0666666666666667,2.0816091954023,0.762955871107158,0.386698847543177,0.99750420767229,0.928670583984963,"1454",1
"Organismal Systems","Sensory system","hsa04742","Taste transduction","1/174","15/5433",0.0666666666666667,2.0816091954023,0.762955871107158,0.386698847543177,0.99750420767229,0.928670583984963,"773",1
"Human Diseases","Infectious disease: bacterial","hsa05132","Salmonella infection","8/174","216/5433",0.037037037037037,1.15644955300128,0.426769823452101,0.388440462592213,0.99750420767229,0.928670583984963,"578/8767/5608/8743/8737/834/6993/840",8
"Genetic Information Processing","Folding, sorting and degradation","hsa03050","Proteasome","2/174","42/5433",0.0476190476190476,1.48686371100164,0.576103221456158,0.391465959761633,0.99750420767229,0.928670583984963,"5685/5721",2
"Metabolism","Glycan biosynthesis and metabolism","hsa00531","Glycosaminoglycan degradation","1/174","16/5433",0.0625,1.95150862068966,0.693260123622253,0.406395119327505,0.99750420767229,0.928670583984963,"2799",1
"Environmental Information Processing","Signaling molecules and interaction","hsa04512","ECM-receptor interaction","2/174","44/5433",0.0454545454545455,1.4192789968652,0.507900070897994,0.41415150977461,0.99750420767229,0.928670583984963,"948/375790",2
"Organismal Systems","Digestive system","hsa04972","Pancreatic secretion","2/174","44/5433",0.0454545454545455,1.4192789968652,0.507900070897994,0.41415150977461,0.99750420767229,0.928670583984963,"952/4218",2
"Genetic Information Processing","Replication and repair","hsa03460","Fanconi anemia pathway","2/174","45/5433",0.0444444444444444,1.38773946360153,0.475045696262188,0.425337620870816,0.99750420767229,0.928670583984963,"116028/2175",2
"Metabolism","Glycan biosynthesis and metabolism","hsa00541","Biosynthesis of various nucleotide sugars","1/174","17/5433",0.0588235294117647,1.8367139959432,0.628441831778763,0.425462361202531,0.99750420767229,0.928670583984963,"54187",1
"Metabolism","Metabolism of cofactors and vitamins","hsa00770","Pantothenate and CoA biosynthesis","1/174","17/5433",0.0588235294117647,1.8367139959432,0.628441831778763,0.425462361202531,0.99750420767229,0.928670583984963,"80025",1
"Organismal Systems","Nervous system","hsa04721","Synaptic vesicle cycle","2/174","46/5433",0.0434782608695652,1.3575712143928,0.442966513870522,0.436412754148899,0.99750420767229,0.928670583984963,"6539/773",2
"Human Diseases","Infectious disease: parasitic","hsa05142","Chagas disease","3/174","76/5433",0.0394736842105263,1.23253176043557,0.371305320088899,0.441728888432647,0.99750420767229,0.928670583984963,"714/713/712",3
"Human Diseases","Infectious disease: bacterial","hsa05134","Legionellosis","2/174","47/5433",0.0425531914893617,1.32868672046955,0.411624135837513,0.447372528593876,0.99750420767229,0.928670583984963,"834/840",2
"Human Diseases","Immune disease","hsa05321","Inflammatory bowel disease","2/174","47/5433",0.0425531914893617,1.32868672046955,0.411624135837513,0.447372528593876,0.99750420767229,0.928670583984963,"2625/6772",2
"Human Diseases","Immune disease","hsa05310","Asthma","1/174","19/5433",0.0526315789473684,1.64337568058076,0.510958037138681,0.46178903069587,0.99750420767229,0.928670583984963,"958",1
"Metabolism","Nucleotide metabolism","hsa00240","Pyrimidine metabolism","2/174","49/5433",0.0408163265306122,1.27445460942998,0.351009574486664,0.468930410069385,0.99750420767229,0.928670583984963,"51251/129607",2
"Organismal Systems","Endocrine system","hsa04935","Growth hormone synthesis, secretion and action","3/174","80/5433",0.0375,1.17090517241379,0.280094446429091,0.47534712682906,0.99750420767229,0.928670583984963,"5608/6772/8651",3
"Metabolism","Global and overview maps","hsa01240","Biosynthesis of cofactors","4/174","111/5433",0.036036036036036,1.12519415967692,0.24238795974662,0.478280352297353,0.99750420767229,0.928670583984963,"80025/3620/129607/9249",4
"Human Diseases","Cancer: overview","hsa05204","Chemical carcinogenesis - DNA adducts","1/174","20/5433",0.05,1.56120689655172,0.45732179874686,0.479086538759948,0.99750420767229,0.928670583984963,"873",1
"Organismal Systems","Endocrine system","hsa04917","Prolactin signaling pathway","2/174","50/5433",0.04,1.24896551724138,0.321673238414347,0.479521628272179,0.99750420767229,0.928670583984963,"6772/8651",2
"Metabolism","Xenobiotics biodegradation and metabolism","hsa00980","Metabolism of xenobiotics by cytochrome P450","1/174","21/5433",0.0476190476190476,1.48686371100164,0.406575381182024,0.495831216804613,0.99750420767229,0.928670583984963,"873",1
"Organismal Systems","Endocrine system","hsa04920","Adipocytokine signaling pathway","2/174","52/5433",0.0384615384615385,1.20092838196286,0.264797805833556,0.500313919747646,0.99750420767229,0.928670583984963,"32/948",2
"Human Diseases","Cancer: overview","hsa05230","Central carbon metabolism in cancer","2/174","54/5433",0.037037037037037,1.15644955300128,0.210147077065489,0.520570013040726,0.99750420767229,0.928670583984963,"3417/3815",2
"Human Diseases","Endocrine and metabolic disease","hsa04931","Insulin resistance","3/174","86/5433",0.0348837209302326,1.0892141138733,0.151680802984819,0.523958701466759,0.99750420767229,0.928670583984963,"6196/32/948",3
"Human Diseases","Infectious disease: bacterial","hsa05130","Pathogenic Escherichia coli infection","5/174","150/5433",0.0333333333333333,1.04080459770115,0.0921758909302943,0.528848358950531,0.99750420767229,0.928670583984963,"578/8743/8737/834/840",5
"Human Diseases","Infectious disease: bacterial","hsa05135","Yersinia infection","4/174","119/5433",0.0336134453781513,1.04955085482469,0.0994069562108631,0.533283745598605,0.99750420767229,0.928670583984963,"6196/5608/7535/834",4
"Metabolism","Carbohydrate metabolism","hsa00052","Galactose metabolism","1/174","24/5433",0.0416666666666667,1.30100574712644,0.268797259875108,0.542921208231767,0.99750420767229,0.928670583984963,"130589",1
"Organismal Systems","Immune system","hsa04650","Natural killer cell mediated cytotoxicity","3/174","89/5433",0.0337078651685393,1.05249903138318,0.0908272130839619,0.547332396653567,0.99750420767229,0.928670583984963,"7535/8743/4277",3
"Human Diseases","Substance dependence","hsa05034","Alcoholism","3/174","89/5433",0.0337078651685393,1.05249903138318,0.0908272130839619,0.547332396653567,0.99750420767229,0.928670583984963,"3017/8365/8349",3
"Metabolism","Carbohydrate metabolism","hsa00030","Pentose phosphate pathway","1/174","25/5433",0.04,1.24896551724138,0.226930976487207,0.557624796652487,0.99750420767229,0.928670583984963,"5631",1
"Metabolism","Carbohydrate metabolism","hsa00630","Glyoxylate and dicarboxylate metabolism","1/174","25/5433",0.04,1.24896551724138,0.226930976487207,0.557624796652487,0.99750420767229,0.928670583984963,"48",1
"Genetic Information Processing","Folding, sorting and degradation","hsa04141","Protein processing in endoplasmic reticulum","5/174","156/5433",0.032051282051282,1.00077365163572,0.00178327006598959,0.564190491211561,0.99750420767229,0.928670583984963,"578/3301/26270/64215/2081",5
"Metabolism","Global and overview maps","hsa01200","Carbon metabolism","3/174","92/5433",0.0326086956521739,1.0181784107946,0.0319846392999747,0.570029742406817,0.99750420767229,0.928670583984963,"48/3417/5631",3
"Metabolism","Carbohydrate metabolism","hsa00640","Propanoate metabolism","1/174","26/5433",0.0384615384615385,1.20092838196286,0.186789601484705,0.571858022499837,0.99750420767229,0.928670583984963,"32",1
"Environmental Information Processing","Signal transduction","hsa04152","AMPK signaling pathway","3/174","94/5433",0.0319148936170213,0.996515040352164,-0.00619918560659838,0.584769859308754,0.99750420767229,0.928670583984963,"32/948/4218",3
"Human Diseases","Immune disease","hsa05330","Allograft rejection","1/174","27/5433",0.037037037037037,1.15644955300128,0.148224879996868,0.585635848296957,0.99750420767229,0.928670583984963,"958",1
"Environmental Information Processing","Signaling molecules and interaction","hsa04082","Neuroactive ligand signaling","2/174","61/5433",0.0327868852459016,1.02374222724703,0.0339173015297972,0.587057989440695,0.99750420767229,0.928670583984963,"6539/9934",2
"Metabolism","Metabolism of cofactors and vitamins","hsa00760","Nicotinate and nicotinamide metabolism","1/174","28/5433",0.0357142857142857,1.11514778325123,0.111106551310453,0.59897276327963,0.99750420767229,0.928670583984963,"952",1
"Human Diseases","Immune disease","hsa05320","Autoimmune thyroid disease","1/174","28/5433",0.0357142857142857,1.11514778325123,0.111106551310453,0.59897276327963,0.99750420767229,0.928670583984963,"958",1
"Organismal Systems","Nervous system","hsa04722","Neurotrophin signaling pathway","3/174","99/5433",0.0303030303030303,0.946185997910136,-0.0982854662570162,0.62019833407151,0.99750420767229,0.928670583984963,"6196/8767/6272",3
"Genetic Information Processing","Transcription","hsa03020","RNA polymerase","1/174","30/5433",0.0333333333333333,1.04080459770115,0.0407619698480171,0.624379540158465,0.99750420767229,0.928670583984963,"64425",1
"Metabolism","Lipid metabolism","hsa00590","Arachidonic acid metabolism","1/174","31/5433",0.032258064516129,1.00723025583982,0.00734277365875009,0.636476145750252,0.99750420767229,0.928670583984963,"873",1
"Cellular Processes","Transport and catabolism","hsa04136","Autophagy - other","1/174","31/5433",0.032258064516129,1.00723025583982,0.00734277365875009,0.636476145750252,0.99750420767229,0.928670583984963,"64422",1
"Organismal Systems","Digestive system","hsa04978","Mineral absorption","1/174","31/5433",0.032258064516129,1.00723025583982,0.00734277365875009,0.636476145750252,0.99750420767229,0.928670583984963,"4502",1
"Metabolism","Carbohydrate metabolism","hsa00562","Inositol phosphate metabolism","2/174","67/5433",0.0298507462686567,0.93206381883685,-0.101769142959948,0.638454486905813,0.99750420767229,0.928670583984963,"56623/9651",2
"Human Diseases","Infectious disease: bacterial","hsa05152","Tuberculosis","4/174","137/5433",0.0291970802919708,0.911653662219985,-0.19049244941623,0.645423527272333,0.99750420767229,0.928670583984963,"843/8767/6772/2209",4
"Human Diseases","Cancer: specific types","hsa05220","Chronic myeloid leukemia","2/174","69/5433",0.0289855072463768,0.905047476261869,-0.144374200570773,0.654440688071362,0.99750420767229,0.928670583984963,"578/613",2
"Metabolism","Global and overview maps","hsa01250","Biosynthesis of nucleotide sugars","1/174","33/5433",0.0303030303030303,0.946185997910136,-0.0563972984248301,0.659519506162508,0.99750420767229,0.928670583984963,"54187",1
"Metabolism","Global and overview maps","hsa01232","Nucleotide metabolism","2/174","70/5433",0.0285714285714286,0.892118226600985,-0.165232744999528,0.662221511900624,0.99750420767229,0.928670583984963,"51251/129607",2
"Human Diseases","Cancer: specific types","hsa05212","Pancreatic cancer","2/174","70/5433",0.0285714285714286,0.892118226600985,-0.165232744999528,0.662221511900624,0.99750420767229,0.928670583984963,"578/6772",2
"Metabolism","Carbohydrate metabolism","hsa00620","Pyruvate metabolism","1/174","34/5433",0.0294117647058824,0.918356997971602,-0.08685697092568,0.670490544297272,0.99750420767229,0.928670583984963,"32",1
"Environmental Information Processing","Signal transduction","hsa04072","Phospholipase D signaling pathway","3/174","107/5433",0.0280373831775701,0.875443119561714,-0.236680212119483,0.672519688205256,0.99750420767229,0.928670583984963,"8527/3815/56894",3
"Environmental Information Processing","Signal transduction","hsa04010","MAPK signaling pathway","6/174","214/5433",0.0280373831775701,0.875443119561714,-0.338130136861599,0.689169487521625,0.99750420767229,0.928670583984963,"6196/1845/5608/1847/773/3815",6
"Human Diseases","Endocrine and metabolic disease","hsa04933","AGE-RAGE signaling pathway in diabetic complications","2/174","74/5433",0.027027027027027,0.843895619757689,-0.245918946754633,0.691950826883079,0.99750420767229,0.928670583984963,"6772/1536",2
"Metabolism","Lipid metabolism","hsa00564","Glycerophospholipid metabolism","2/174","75/5433",0.0266666666666667,0.83264367816092,-0.265444859136477,0.69904003169395,0.99750420767229,0.928670583984963,"8527/56894",2
"Human Diseases","Cancer: overview","hsa05207","Chemical carcinogenesis - receptor activation","3/174","113/5433",0.0265486725663717,0.828959414098261,-0.334183882676084,0.70818524472292,0.99750420767229,0.928670583984963,"6196/3837/773",3
