"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"Environmental Information Processing","Signaling molecules and interaction","hsa04518","Integrin signaling","8/546","93/5433",0.0860215053763441,0.855961243058017,-0.46827960460232,0.730673534725135,0.999985169649174,0.97991276305119,"998/3655/10000/1291/5295/1285/80310/29780",8
"Organismal Systems","Endocrine system","hsa04915","Estrogen signaling pathway","7/546","82/5433",0.0853658536585366,0.849437148217636,-0.459158168856232,0.730706535174011,0.999985169649174,0.97991276305119,"3710/10000/1509/5567/805/5295/596",7
"Metabolism","Amino acid metabolism","hsa00260","Glycine, serine and threonine metabolism","2/546","25/5433",0.08,0.796043956043956,-0.341619989424391,0.732113654165757,0.999985169649174,0.97991276305119,"113675/2628",2
"Human Diseases","Infectious disease: bacterial","hsa05152","Tuberculosis","12/546","137/5433",0.0875912408759124,0.871580973770755,-0.508827646689234,0.736068400815458,0.999985169649174,0.97991276305119,"637/51606/5601/10000/1509/805/1520/820/929/596/8877/23545",12
"Human Diseases","Infectious disease: viral","hsa05168","Herpes simplex virus 1 infection","13/546","148/5433",0.0878378378378378,0.874034749034749,-0.519295011452489,0.738133866400716,0.999985169649174,0.97991276305119,"637/7188/8683/10000/5199/5295/8764/596/3107/3133/3134/3105/3106",13
"Metabolism","Lipid metabolism","hsa00061","Fatty acid biosynthesis","1/546","13/5433",0.0769230769230769,0.765426880811496,-0.283012298291886,0.748037155853616,0.999985169649174,0.97991276305119,"23305",1
"Metabolism","Amino acid metabolism","hsa00340","Histidine metabolism","1/546","13/5433",0.0769230769230769,0.765426880811496,-0.283012298291886,0.748037155853616,0.999985169649174,0.97991276305119,"221",1
"Organismal Systems","Endocrine system","hsa04614","Renin-angiotensin system","1/546","13/5433",0.0769230769230769,0.765426880811496,-0.283012298291886,0.748037155853616,0.999985169649174,0.97991276305119,"5476",1
"Metabolism","Glycan biosynthesis and metabolism","hsa00563","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis","2/546","26/5433",0.0769230769230769,0.765426880811496,-0.400720688163963,0.75201884051657,0.999985169649174,0.97991276305119,"9487/8705",2
"Human Diseases","Drug resistance: antineoplastic","hsa01523","Antifolate resistance","2/546","26/5433",0.0769230769230769,0.765426880811496,-0.400720688163963,0.75201884051657,0.999985169649174,0.97991276305119,"4363/4548",2
"Organismal Systems","Immune system","hsa04640","Hematopoietic cell lineage","6/546","73/5433",0.0821917808219178,0.817853379497215,-0.523666974435389,0.756213525520029,0.999985169649174,0.97991276305119,"3655/921/3590/917/3575/929",6
"Human Diseases","Cancer: specific types","hsa05215","Prostate cancer","7/546","85/5433",0.0823529411764706,0.819457013574661,-0.560724352414695,0.764527947717094,0.999985169649174,0.97991276305119,"6932/10000/51176/5295/2308/80310/596",7
"Metabolism","Metabolism of other amino acids","hsa00480","Glutathione metabolism","3/546","39/5433",0.0769230769230769,0.765426880811496,-0.491371663339141,0.766248856609705,0.999985169649174,0.97991276305119,"10314/9446/2876",3
"Organismal Systems","Endocrine system","hsa04911","Insulin secretion","3/546","39/5433",0.0769230769230769,0.765426880811496,-0.491371663339141,0.766248856609705,0.999985169649174,0.97991276305119,"3710/5567/5578",3
"Human Diseases","Substance dependence","hsa05030","Cocaine addiction","2/546","27/5433",0.0740740740740741,0.737077737077737,-0.45774778913214,0.770637460467184,0.999985169649174,0.97991276305119,"1742/5567",2
"Human Diseases","Endocrine and metabolic disease","hsa04936","Alcoholic liver disease","8/546","97/5433",0.0824742268041237,0.820663872210264,-0.595663209821815,0.772691956534937,0.999985169649174,0.97991276305119,"5601/6932/10000/51176/2308/23643/929/5571",8
"Metabolism","Metabolism of other amino acids","hsa00450","Selenocompound metabolism","1/546","14/5433",0.0714285714285714,0.710753532182104,-0.362182564079567,0.773419390706739,0.999985169649174,0.97991276305119,"4548",1
"Organismal Systems","Excretory system","hsa04964","Proximal tubule bicarbonate reclamation","1/546","14/5433",0.0714285714285714,0.710753532182104,-0.362182564079567,0.773419390706739,0.999985169649174,0.97991276305119,"27165",1
"Organismal Systems","Digestive system","hsa04975","Fat digestion and absorption","1/546","14/5433",0.0714285714285714,0.710753532182104,-0.362182564079567,0.773419390706739,0.999985169649174,0.97991276305119,"10555",1
"Metabolism","Lipid metabolism","hsa00564","Glycerophospholipid metabolism","6/546","75/5433",0.08,0.796043956043956,-0.594457607279603,0.778940645113333,0.999985169649174,0.97991276305119,"1606/160851/23659/23171/8526/10555",6
"Metabolism","Global and overview maps","hsa01230","Biosynthesis of amino acids","4/546","52/5433",0.0769230769230769,0.765426880811496,-0.568072088245331,0.78155490144785,0.999985169649174,0.97991276305119,"440/2026/4548/113675",4
"Cellular Processes","Transport and catabolism","hsa04140","Autophagy - animal","13/546","154/5433",0.0844155844155844,0.839981447124304,-0.673301993701497,0.787469960496491,0.999985169649174,0.97991276305119,"5601/5588/55054/10652/10000/1509/22800/5567/5295/596/285973/11152/10533",13
"Human Diseases","Cardiovascular disease","hsa05410","Hypertrophic cardiomyopathy","4/546","53/5433",0.0754716981132075,0.750984864192411,-0.608874204152933,0.794144268605241,0.999985169649174,0.97991276305119,"3655/6443/488/5571",4
"Human Diseases","Cardiovascular disease","hsa05414","Dilated cardiomyopathy","4/546","53/5433",0.0754716981132075,0.750984864192411,-0.608874204152933,0.794144268605241,0.999985169649174,0.97991276305119,"3655/5567/6443/488",4
"Metabolism","Lipid metabolism","hsa00100","Steroid biosynthesis","1/546","15/5433",0.0666666666666667,0.663369963369963,-0.436349041180715,0.796248881881148,0.999985169649174,0.97991276305119,"120227",1
"Metabolism","Glycan biosynthesis and metabolism","hsa00601","Glycosphingolipid biosynthesis - lacto and neolacto series","1/546","15/5433",0.0666666666666667,0.663369963369963,-0.436349041180715,0.796248881881148,0.999985169649174,0.97991276305119,"8707",1
"Environmental Information Processing","Signal transduction","hsa04392","Hippo signaling pathway - multiple species","1/546","15/5433",0.0666666666666667,0.663369963369963,-0.436349041180715,0.796248881881148,0.999985169649174,0.97991276305119,"8642",1
"Organismal Systems","Digestive system","hsa04977","Vitamin digestion and absorption","1/546","15/5433",0.0666666666666667,0.663369963369963,-0.436349041180715,0.796248881881148,0.999985169649174,0.97991276305119,"4363",1
"Metabolism","Carbohydrate metabolism","hsa00051","Fructose and mannose metabolism","2/546","29/5433",0.0689655172413793,0.686244789693066,-0.566222741028172,0.804244687466433,0.999985169649174,0.97991276305119,"55556/3101",2
"Genetic Information Processing","Folding, sorting and degradation","hsa03060","Protein export","2/546","29/5433",0.0689655172413793,0.686244789693066,-0.566222741028172,0.804244687466433,0.999985169649174,0.97991276305119,"11231/23478",2
"Organismal Systems","Nervous system","hsa04723","Retrograde endocannabinoid signaling","7/546","89/5433",0.0786516853932584,0.782627484874676,-0.691069047253961,0.804677162860848,0.999985169649174,0.97991276305119,"5601/3710/4709/5567/5578/4720/4712",7
"Cellular Processes","Cellular community - eukaryotes","hsa04540","Gap junction","4/546","54/5433",0.0740740740740741,0.737077737077737,-0.648975798943753,0.806144603141656,0.999985169649174,0.97991276305119,"3710/5567/5578/80310",4
"Organismal Systems","Endocrine system","hsa04928","Parathyroid hormone synthesis, secretion and action","6/546","78/5433",0.0769230769230769,0.765426880811496,-0.697430344331329,0.80998701236026,0.999985169649174,0.97991276305119,"3710/408/5567/5578/596/27347",6
"Metabolism","Xenobiotics biodegradation and metabolism","hsa00983","Drug metabolism - other enzymes","3/546","43/5433",0.0697674418604651,0.694224380270892,-0.67281820299376,0.821429822723807,0.999985169649174,0.97991276305119,"1890/9446/7378",3
"Organismal Systems","Endocrine system","hsa04921","Oxytocin signaling pathway","8/546","103/5433",0.0776699029126214,0.772858209751414,-0.777870111562029,0.826490671677026,0.999985169649174,0.97991276305119,"3710/4773/29904/5567/805/814/5578/5571",8
"Organismal Systems","Circulatory system","hsa04261","Adrenergic signaling in cardiomyocytes","7/546","92/5433",0.0760869565217391,0.757107023411371,-0.785330770693881,0.831195915817575,0.999985169649174,0.97991276305119,"6324/10000/5567/805/5578/596/488",7
"Metabolism","Amino acid metabolism","hsa00330","Arginine and proline metabolism","2/546","31/5433",0.0645161290322581,0.641970932293513,-0.668154468275622,0.833405027007526,0.999985169649174,0.97991276305119,"113451/2628",2
"Metabolism","Lipid metabolism","hsa00590","Arachidonic acid metabolism","2/546","31/5433",0.0645161290322581,0.641970932293513,-0.668154468275622,0.833405027007526,0.999985169649174,0.97991276305119,"4048/2053",2
"Genetic Information Processing","Folding, sorting and degradation","hsa04130","SNARE interactions in vesicular transport","2/546","31/5433",0.0645161290322581,0.641970932293513,-0.668154468275622,0.833405027007526,0.999985169649174,0.97991276305119,"6810/10652",2
"Metabolism","Glycan biosynthesis and metabolism","hsa00541","Biosynthesis of various nucleotide sugars","1/546","17/5433",0.0588235294117647,0.585326438267615,-0.572330001690018,0.835249184268583,0.999985169649174,0.97991276305119,"606495",1
"Organismal Systems","Development and regeneration","hsa04382","Cornified envelope formation","5/546","69/5433",0.072463768115942,0.72105430801083,-0.779390040543948,0.837008367056463,0.999985169649174,0.97991276305119,"3655/2053/6279/6280/1285",5
"Organismal Systems","Immune system","hsa04657","IL-17 signaling pathway","4/546","57/5433",0.0701754385964912,0.698284171968382,-0.765351476162351,0.838762575318887,0.999985169649174,0.97991276305119,"5601/7188/6279/6280",4
"Cellular Processes","Cell growth and death","hsa04114","Oocyte meiosis","7/546","93/5433",0.0752688172043011,0.748966087675765,-0.816127990137514,0.839377970092542,0.999985169649174,0.97991276305119,"3710/9985/10459/5567/805/64682/8945",7
"Metabolism","Lipid metabolism","hsa00071","Fatty acid degradation","2/546","32/5433",0.0625,0.621909340659341,-0.71695002020885,0.846464945301898,0.999985169649174,0.97991276305119,"23305/36",2
"Organismal Systems","Immune system","hsa04621","NOD-like receptor signaling pathway","11/546","142/5433",0.0774647887323944,0.770817210958056,-0.924937365073998,0.858591040541965,0.999985169649174,0.97991276305119,"5601/1535/7188/55054/3710/79792/10616/11035/7295/820/596",11
"Metabolism","Global and overview maps","hsa01212","Fatty acid metabolism","3/546","47/5433",0.0638297872340425,0.63514145429039,-0.839644233430342,0.865114522170911,0.999985169649174,0.97991276305119,"51495/23305/36",3
"Metabolism","Glycan biosynthesis and metabolism","hsa00515","Mannose type O-glycan biosynthesis","1/546","19/5433",0.0526315789473684,0.523713128976287,-0.695090443248987,0.866795409206202,0.999985169649174,0.97991276305119,"10585",1
"Human Diseases","Immune disease","hsa05310","Asthma","1/546","19/5433",0.0526315789473684,0.523713128976287,-0.695090443248987,0.866795409206202,0.999985169649174,0.97991276305119,"959",1
"Organismal Systems","Digestive system","hsa04976","Bile secretion","2/546","34/5433",0.0588235294117647,0.585326438267615,-0.810670135599761,0.86983102009178,0.999985169649174,0.97991276305119,"5243/5567",2
"Organismal Systems","Immune system","hsa04620","Toll-like receptor signaling pathway","5/546","73/5433",0.0684931506849315,0.681544482914346,-0.91555164001493,0.870839406199675,0.999985169649174,0.97991276305119,"5601/10000/5295/23643/929",5
"Genetic Information Processing","Folding, sorting and degradation","hsa04141","Protein processing in endoplasmic reticulum","12/546","156/5433",0.0769230769230769,0.765426880811496,-0.993578138844245,0.873128221539046,0.999985169649174,0.97991276305119,"11231/5601/7353/51009/25956/55741/57134/118424/824/10960/596/1649",12
"Genetic Information Processing","Folding, sorting and degradation","hsa04120","Ubiquitin mediated proteolysis","10/546","133/5433",0.075187969924812,0.748161612823267,-0.982799320492765,0.8734597467013,0.999985169649174,0.97991276305119,"9690/8925/27338/868/8924/8451/64682/118424/8945/26259",10
"Environmental Information Processing","Signaling molecules and interaction","hsa04082","Neuroactive ligand signaling","4/546","61/5433",0.0655737704918033,0.652495045937669,-0.912248059648942,0.874988229730191,0.999985169649174,0.97991276305119,"11054/5023/5567/5578",4
"Human Diseases","Cancer: specific types","hsa05211","Renal cell carcinoma","4/546","61/5433",0.0655737704918033,0.652495045937669,-0.912248059648942,0.874988229730191,0.999985169649174,0.97991276305119,"998/10000/2113/5295",4
"Metabolism","Lipid metabolism","hsa01040","Biosynthesis of unsaturated fatty acids","1/546","20/5433",0.05,0.497527472527473,-0.752425210750948,0.880229045440671,0.999985169649174,0.97991276305119,"51495",1
"Human Diseases","Cancer: overview","hsa05204","Chemical carcinogenesis - DNA adducts","1/546","20/5433",0.05,0.497527472527473,-0.752425210750948,0.880229045440671,0.999985169649174,0.97991276305119,"9446",1
"Human Diseases","Infectious disease: parasitic","hsa05145","Toxoplasmosis","6/546","87/5433",0.0689655172413793,0.686244789693066,-0.986032269444635,0.882924057490791,0.999985169649174,0.97991276305119,"5601/3655/959/10000/23643/596",6
"Environmental Information Processing","Signal transduction","hsa04150","mTOR signaling pathway","9/546","123/5433",0.0731707317073171,0.728088984186545,-1.01949976494125,0.88310602516592,0.999985169649174,0.97991276305119,"51606/51382/10000/529/10542/5295/5578/7476/389541",9
"Genetic Information Processing","Replication and repair","hsa03440","Homologous recombination","2/546","36/5433",0.0555555555555556,0.552808302808303,-0.899754040135423,0.889889324468387,0.999985169649174,0.97991276305119,"472/57804",2
"Cellular Processes","Cell growth and death","hsa04216","Ferroptosis","2/546","36/5433",0.0555555555555556,0.552808302808303,-0.899754040135423,0.889889324468387,0.999985169649174,0.97991276305119,"23305/10533",2
"Human Diseases","Cancer: specific types","hsa05219","Bladder cancer","2/546","36/5433",0.0555555555555556,0.552808302808303,-0.899754040135423,0.889889324468387,0.999985169649174,0.97991276305119,"1890/4609",2
"Organismal Systems","Endocrine system","hsa04917","Prolactin signaling pathway","3/546","50/5433",0.06,0.597032967032967,-0.956747557930262,0.891423675488078,0.999985169649174,0.97991276305119,"5601/10000/5295",3
"Human Diseases","Drug resistance: antineoplastic","hsa01522","Endocrine resistance","5/546","76/5433",0.0657894736842105,0.654641411220359,-1.01337752103736,0.892145330460479,0.999985169649174,0.97991276305119,"5601/10000/5567/5295/596",5
"Human Diseases","Infectious disease: parasitic","hsa05142","Chagas disease","5/546","76/5433",0.0657894736842105,0.654641411220359,-1.01337752103736,0.892145330460479,0.999985169649174,0.97991276305119,"5601/2769/10000/5295/917",5
"Human Diseases","Infectious disease: parasitic","hsa05143","African trypanosomiasis","1/546","21/5433",0.0476190476190476,0.473835688121402,-0.807434261622616,0.892310135628994,0.999985169649174,0.97991276305119,"5578",1
"Human Diseases","Infectious disease: viral","hsa05164","Influenza A","9/546","125/5433",0.072,0.71643956043956,-1.07198873793405,0.89390194334387,0.999985169649174,0.97991276305119,"637/8106/8766/8797/1021/10000/5295/5578/2224",9
"Human Diseases","Neurodegenerative disease","hsa05022","Pathways of neurodegeneration - multiple diseases","30/546","362/5433",0.0828729281767956,0.824631169935037,-1.154289957255,0.89585062975824,0.999985169649174,0.97991276305119,"637/5601/3710/5700/27429/6390/4709/83544/23435/5335/10131/1742/6391/805/5578/7476/4720/5710/118424/824/4712/3800/8313/596/488/1649/10540/5719/6311/2876",30
"Human Diseases","Neurodegenerative disease","hsa05016","Huntington disease","19/546","243/5433",0.0781893004115226,0.778026500248722,-1.18324756596012,0.905554809028913,0.999985169649174,0.97991276305119,"1175/5601/5700/6908/6390/4709/83544/1211/6874/1742/6875/6391/4720/5710/4712/3800/10540/5719/2876",19
"Organismal Systems","Nervous system","hsa04726","Serotonergic synapse","3/546","52/5433",0.0576923076923077,0.574070160608622,-1.03148585032294,0.906312515948634,0.999985169649174,0.97991276305119,"3710/5567/5578",3
"Metabolism","Metabolism of other amino acids","hsa00410","beta-Alanine metabolism","1/546","23/5433",0.0434782608695652,0.432632584806498,-0.91134897170154,0.912944852170689,0.999985169649174,0.97991276305119,"221",1
"Organismal Systems","Endocrine system","hsa04913","Ovarian steroidogenesis","1/546","23/5433",0.0434782608695652,0.432632584806498,-0.91134897170154,0.912944852170689,0.999985169649174,0.97991276305119,"5567",1
"Environmental Information Processing","Signal transduction","hsa04330","Notch signaling pathway","3/546","53/5433",0.0566037735849057,0.563238648144309,-1.06793797755883,0.913042610789238,0.999985169649174,0.97991276305119,"7089/22938/171558",3
"Environmental Information Processing","Signal transduction","hsa04668","TNF signaling pathway","6/546","93/5433",0.0645161290322581,0.641970932293513,-1.16397637567271,0.917139357052789,0.999985169649174,0.97991276305119,"5601/7185/7188/10000/11035/5295",6
"Human Diseases","Neurodegenerative disease","hsa05010","Alzheimer disease","24/546","304/5433",0.0789473684210526,0.78556969346443,-1.28606121555132,0.920626382094531,0.999985169649174,0.97991276305119,"637/5601/3710/5700/7922/10000/6390/4709/25800/6391/27173/805/5295/7476/4720/5710/824/4712/322/3800/8313/488/1649/5719",24
"Human Diseases","Neurodegenerative disease","hsa05014","Amyotrophic lateral sclerosis","23/546","295/5433",0.0779661016949153,0.775805550381822,-1.32340827863259,0.926690946395168,0.999985169649174,0.97991276305119,"637/23279/55706/3710/5700/9631/6390/4709/83544/23435/6391/23165/4720/5710/4712/3800/596/1649/10540/5719/9883/6311/2876",23
"Organismal Systems","Nervous system","hsa04730","Long-term depression","2/546","41/5433",0.048780487804878,0.485392656124363,-1.10547264075907,0.928159644681975,0.999985169649174,0.97991276305119,"3710/5578",2
"Metabolism","Carbohydrate metabolism","hsa00630","Glyoxylate and dicarboxylate metabolism","1/546","25/5433",0.04,0.398021978021978,-1.008294343786,0.929631540010159,0.999985169649174,0.97991276305119,"55902",1
"Metabolism","Metabolism of cofactors and vitamins","hsa00670","One carbon pool by folate","1/546","25/5433",0.04,0.398021978021978,-1.008294343786,0.929631540010159,0.999985169649174,0.97991276305119,"4548",1
"Genetic Information Processing","Translation","hsa03008","Ribosome biogenesis in eukaryotes","4/546","71/5433",0.0563380281690141,0.560594335242223,-1.24562252607814,0.936330321488829,0.999985169649174,0.97991276305119,"10885/55131/23195/166378",4
"Metabolism","Amino acid metabolism","hsa00380","Tryptophan metabolism","1/546","26/5433",0.0384615384615385,0.382713440405748,-1.05450912624048,0.936736047989903,0.999985169649174,0.97991276305119,"8942",1
"Human Diseases","Neurodegenerative disease","hsa05020","Prion disease","16/546","220/5433",0.0727272727272727,0.723676323676324,-1.39842960254659,0.940242530712715,0.999985169649174,0.97991276305119,"5601/1535/3710/5700/6390/4709/5567/6391/5295/653361/4720/5710/4712/3800/1649/5719",16
"Organismal Systems","Endocrine system","hsa03320","PPAR signaling pathway","2/546","44/5433",0.0454545454545455,0.452297702297702,-1.2191912630997,0.944686401551088,0.999985169649174,0.97991276305119,"5467/23305",2
"Genetic Information Processing","Replication and repair","hsa03460","Fanconi anemia pathway","2/546","45/5433",0.0444444444444444,0.442246642246642,-1.2557109729229,0.949341714205381,0.999985169649174,0.97991276305119,"51455/5429",2
NA,NA,"hsa04156","Integrated stress response (ISR) signaling pathway","2/546","47/5433",0.0425531914893617,0.423427636193594,-1.32685849384122,0.957555794053789,0.999985169649174,0.97991276305119,"8797/1649",2
"Metabolism","Nucleotide metabolism","hsa00230","Purine metabolism","5/546","91/5433",0.0549450549450549,0.546733486293926,-1.45739549373407,0.958959489946361,0.999985169649174,0.97991276305119,"5151/10606/5198/2272/131870",5
"Human Diseases","Cancer: overview","hsa05208","Chemical carcinogenesis - reactive oxygen species","12/546","181/5433",0.0662983425414365,0.65970493594803,-1.55627955077717,0.960273279370734,0.999985169649174,0.97991276305119,"5601/1535/10000/6390/4709/2053/6391/5295/9446/653361/4720/4712",12
"Organismal Systems","Immune system","hsa04622","RIG-I-like receptor signaling pathway","2/546","48/5433",0.0416666666666667,0.414606227106227,-1.36154153897768,0.961169031581492,0.999985169649174,0.97991276305119,"5601/54941",2
"Metabolism","Lipid metabolism","hsa00565","Ether lipid metabolism","1/546","31/5433",0.032258064516129,0.320985466146756,-1.26717810295243,0.96285397861523,0.999985169649174,0.97991276305119,"5051",1
"Organismal Systems","Digestive system","hsa04978","Mineral absorption","1/546","31/5433",0.032258064516129,0.320985466146756,-1.26717810295243,0.96285397861523,0.999985169649174,0.97991276305119,"475",1
"Genetic Information Processing","Chromosome","hsa03082","ATP-dependent chromatin remodeling","5/546","93/5433",0.0537634408602151,0.534975776911261,-1.5118247612079,0.964180357398427,0.999985169649174,0.97991276305119,"57504/29844/5928/3015/1107",5
"Metabolism","Nucleotide metabolism","hsa00240","Pyrimidine metabolism","2/546","49/5433",0.0408163265306122,0.406144875532631,-1.39566457499683,0.964486366091607,0.999985169649174,0.97991276305119,"1890/7378",2
"Environmental Information Processing","Signal transduction","hsa04152","AMPK signaling pathway","5/546","94/5433",0.0531914893617021,0.529284545241992,-1.53867697984937,0.966555370661259,0.999985169649174,0.97991276305119,"29904/10000/5295/2308/5571",5
"Metabolism","Amino acid metabolism","hsa00310","Lysine degradation","2/546","50/5433",0.04,0.398021978021978,-1.42925091964603,0.967530644866754,0.999985169649174,0.97991276305119,"4297/79709",2
"Human Diseases","Infectious disease: parasitic","hsa05144","Malaria","1/546","33/5433",0.0303030303030303,0.301531801531802,-1.34512226016248,0.969984093795184,0.999985169649174,0.97991276305119,"959",1
"Environmental Information Processing","Signal transduction","hsa04022","cGMP-PKG signaling pathway","5/546","96/5433",0.0520833333333333,0.518257783882784,-1.59168364478852,0.970875926417266,0.999985169649174,0.97991276305119,"3710/4773/10000/805/488",5
"Environmental Information Processing","Signal transduction","hsa04151","PI3K-Akt signaling pathway","14/546","213/5433",0.0657276995305164,0.65402672444926,-1.72167881680289,0.972732882522133,0.999985169649174,0.97991276305119,"23035/3655/1021/10000/4609/1291/5295/5578/117145/3575/1285/80310/596/1945",14
"Metabolism","Global and overview maps","hsa01240","Biosynthesis of cofactors","6/546","111/5433",0.0540540540540541,0.537867537867538,-1.64416562109987,0.973209216895425,0.999985169649174,0.97991276305119,"80347/124454/8942/60490/8566/55191",6
"Metabolism","Global and overview maps","hsa01232","Nucleotide metabolism","3/546","70/5433",0.0428571428571429,0.426452119309262,-1.61424642529654,0.977132315639551,0.999985169649174,0.97991276305119,"1890/7378/131870",3
"Organismal Systems","Environmental adaptation","hsa04714","Thermogenesis","11/546","189/5433",0.0582010582010582,0.579132507703936,-1.96833935246858,0.986978828340142,0.999985169649174,0.97991276305119,"6390/4709/51103/5567/6391/4720/23305/4712/388753/25915/5571",11
"Human Diseases","Infectious disease: parasitic","hsa05140","Leishmaniasis","2/546","62/5433",0.032258064516129,0.320985466146756,-1.79722466916786,0.98916033417059,0.999985169649174,0.97991276305119,"1535/653361",2
"Cellular Processes","Transport and catabolism","hsa04137","Mitophagy - animal","4/546","96/5433",0.0416666666666667,0.414606227106227,-1.9341499725433,0.990186197106124,0.999985169649174,0.97991276305119,"5601/22800/9868/285973",4
"Human Diseases","Infectious disease: viral","hsa05160","Hepatitis C","5/546","113/5433",0.0442477876106195,0.440289798696878,-2.00956316010762,0.991486294776301,0.999985169649174,0.97991276305119,"637/1021/10000/4609/5295",5
"Organismal Systems","Immune system","hsa04610","Complement and coagulation cascades","1/546","45/5433",0.0222222222222222,0.221123321123321,-1.75354209638249,0.991658855672548,0.999985169649174,0.97991276305119,"5329",1
"Human Diseases","Infectious disease: bacterial","hsa05150","Staphylococcus aureus infection","1/546","45/5433",0.0222222222222222,0.221123321123321,-1.75354209638249,0.991658855672548,0.999985169649174,0.97991276305119,"820",1
"Human Diseases","Infectious disease: bacterial","hsa05134","Legionellosis","1/546","47/5433",0.0212765957446809,0.211713818096797,-1.8140727542521,0.993263862538583,0.999985169649174,0.97991276305119,"929",1
"Organismal Systems","Circulatory system","hsa04260","Cardiac muscle contraction","1/546","52/5433",0.0192307692307692,0.191356720202874,-1.95831337447816,0.996053473828135,0.999985169649174,0.97991276305119,"488",1
"Human Diseases","Infectious disease: bacterial","hsa05130","Pathogenic Escherichia coli infection","6/546","150/5433",0.04,0.398021978021978,-2.49885463187014,0.998373815855736,0.999985169649174,0.97991276305119,"5601/998/8797/10094/10095/10552",6
"Genetic Information Processing","Translation","hsa03010","Ribosome","4/546","163/5433",0.0245398773006135,0.244185262590171,-3.27460471575173,0.999969097079097,0.999985169649174,0.97991276305119,"10573/64432/54998/9553",4
"Human Diseases","Infectious disease: viral","hsa05171","Coronavirus disease","4/546","171/5433",0.0233918128654971,0.232761390656127,-3.40728228489697,0.999985169649174,0.999985169649174,0.97991276305119,"5601/5335/5295/5578",4
