"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"Cellular Processes","Transport and catabolism","hsa04145","Phagocytosis","22/546","201/5433",0.109452736318408,1.08911486523427,0.430298020486912,0.367952752416104,0.999985169649174,0.97991276305119,"51606/1535/55054/51382/6810/8992/1509/529/5295/653361/1520/929/155066/10540/23545/79659/10533/3107/3133/3134/3105/3106",22
"Human Diseases","Cancer: overview","hsa05200","Pathways in cancer","38/546","356/5433",0.106741573033708,1.06213730090135,0.405348746509066,0.369524953959763,0.999985169649174,0.97991276305119,"637/5601/7185/998/6932/7188/3655/3594/4616/11040/1021/8030/5467/10000/5335/5732/4149/10912/2113/4609/6775/51176/5567/27436/805/5295/9446/2308/5578/7476/5900/4088/8313/3575/1285/596/10125/5727",38
"Organismal Systems","Development and regeneration","hsa04380","Osteoclast differentiation","13/546","115/5433",0.11304347826087,1.12484472049689,0.45227227699256,0.369985614344945,0.999985169649174,0.97991276305119,"695/5601/1535/55423/3710/4773/10000/5295/814/653361/488/3932/353514",13
"Human Diseases","Infectious disease: viral","hsa05166","Human T-cell leukemia virus 1 infection","21/546","192/5433",0.109375,1.08834134615385,0.416545627259439,0.373778709278255,0.999985169649174,0.97991276305119,"5601/706/4773/4055/6908/10000/2113/4609/5567/5295/472/64682/917/2224/4088/3932/3107/3133/3134/3105/3106",21
"Cellular Processes","Transport and catabolism","hsa04144","Endocytosis","24/546","221/5433",0.108597285067873,1.08060265526329,0.408882303520424,0.374452842912268,0.999985169649174,0.97991276305119,"6642/1175/998/128866/8766/10094/8724/868/1211/10095/408/91782/118813/9372/26119/4088/3800/378/3107/3133/3134/3105/3106/10552",24
"Organismal Systems","Nervous system","hsa04727","GABAergic synapse","5/546","40/5433",0.125,1.24381868131868,0.517293231658204,0.375013875910879,0.999985169649174,0.97991276305119,"81539/5334/27165/5567/5578",5
"Cellular Processes","Cellular community - eukaryotes","hsa04510","Focal adhesion","15/546","135/5433",0.111111111111111,1.10561660561661,0.415334631894742,0.380451199273161,0.999985169649174,0.97991276305119,"5601/998/3655/10627/10000/103910/1291/5295/5578/824/1285/80310/596/29780/4636",15
"Metabolism","Amino acid metabolism","hsa00350","Tyrosine metabolism","2/546","13/5433",0.153846153846154,1.53085376162299,0.640474678656952,0.381179254776482,0.999985169649174,0.97991276305119,"221/2184",2
"Metabolism","Metabolism of cofactors and vitamins","hsa00785","Lipoic acid metabolism","2/546","13/5433",0.153846153846154,1.53085376162299,0.640474678656952,0.381179254776482,0.999985169649174,0.97991276305119,"594/1737",2
"Metabolism","Amino acid metabolism","hsa00280","Valine, leucine and isoleucine degradation","5/546","41/5433",0.121951219512195,1.21348164031091,0.458598415814897,0.395780744523764,0.999985169649174,0.97991276305119,"594/5019/3155/27034/36",5
"Organismal Systems","Endocrine system","hsa04919","Thyroid hormone signaling pathway","11/546","98/5433",0.112244897959184,1.11689840771473,0.390309798450364,0.396585704357134,0.999985169649174,0.97991276305119,"117247/10000/5335/9882/4609/51196/5567/5295/2308/5578/488",11
"Organismal Systems","Nervous system","hsa04724","Glutamatergic synapse","7/546","60/5433",0.116666666666667,1.16089743589744,0.418862384268173,0.398529541419646,0.999985169649174,0.97991276305119,"9454/3710/81539/1742/27165/5567/5578",7
"Human Diseases","Cancer: specific types","hsa05225","Hepatocellular carcinoma","14/546","127/5433",0.110236220472441,1.0969109630527,0.369356868517954,0.39894532814032,0.999985169649174,0.97991276305119,"6932/4616/1021/10000/5335/10912/4609/51176/5295/9446/5578/7476/4088/8313",14
"Human Diseases","Cardiovascular disease","hsa05417","Lipid and atherosclerosis","17/546","156/5433",0.108974358974359,1.08435474781629,0.357300246626421,0.399596700093177,0.999985169649174,0.97991276305119,"637/5601/1535/998/4773/959/8797/10000/5335/805/5295/5578/23643/653361/929/596/1649",17
"Human Diseases","Endocrine and metabolic disease","hsa04934","Cushing syndrome","11/546","99/5433",0.111111111111111,1.10561660561661,0.354469056920636,0.40995440535483,0.999985169649174,0.97991276305119,"5151/6932/3710/8911/1021/4297/9070/51176/5567/7476/8313",11
"Organismal Systems","Excretory system","hsa04960","Aldosterone-regulated sodium reabsorption","3/546","23/5433",0.130434782608696,1.29789775441949,0.478506175878661,0.411376875498015,0.999985169649174,0.97991276305119,"5295/4306/5578",3
"Organismal Systems","Immune system","hsa04612","Antigen processing and presentation","7/546","61/5433",0.114754098360656,1.14186633039092,0.372418531349684,0.415636025246604,0.999985169649174,0.97991276305119,"5720/1520/3107/3133/3134/3105/3106",7
"Organismal Systems","Endocrine system","hsa04922","Glucagon signaling pathway","8/546","71/5433",0.112676056338028,1.12118867048445,0.343544359957444,0.422427709741665,0.999985169649174,0.97991276305119,"3710/3945/10000/5567/805/2308/23235/5571",8
"Human Diseases","Infectious disease: viral","hsa05163","Human cytomegalovirus infection","18/546","168/5433",0.107142857142857,1.06613029827316,0.291012046539244,0.423704830711857,0.999985169649174,0.97991276305119,"637/7188/3710/4773/1021/10000/2185/5732/4609/5567/805/5295/5578/3107/3133/3134/3105/3106",18
"Organismal Systems","Endocrine system","hsa04920","Adipocytokine signaling pathway","6/546","52/5433",0.115384615384615,1.14814032121724,0.358755435909889,0.425699052973018,0.999985169649174,0.97991276305119,"5601/5588/10000/4794/23305/5571",6
"Metabolism","Global and overview maps","hsa01250","Biosynthesis of nucleotide sugars","4/546","33/5433",0.121212121212121,1.20612720612721,0.396963374989548,0.427038693187728,0.999985169649174,0.97991276305119,"64841/2584/55577/3101",4
"Organismal Systems","Endocrine system","hsa04926","Relaxin signaling pathway","9/546","81/5433",0.111111111111111,1.10561660561661,0.320089696908627,0.42799938362791,0.999985169649174,0.97991276305119,"5601/2769/59/10000/408/5567/5295/5578/1285",9
"Environmental Information Processing","Signal transduction","hsa04371","Apelin signaling pathway","10/546","92/5433",0.108695652173913,1.08158146201624,0.263772272625483,0.446735953433591,0.999985169649174,0.97991276305119,"3710/59/10000/22800/5567/805/814/4088/8877/5571",10
"Organismal Systems","Endocrine system","hsa04924","Renin secretion","4/546","34/5433",0.117647058823529,1.17065287653523,0.333619510207852,0.450318743786272,0.999985169649174,0.97991276305119,"3710/5732/5567/805",4
"Organismal Systems","Digestive system","hsa04974","Protein digestion and absorption","4/546","34/5433",0.117647058823529,1.17065287653523,0.333619510207852,0.450318743786272,0.999985169649174,0.97991276305119,"117247/1291/1285/1803",4
"Environmental Information Processing","Signal transduction","hsa04024","cAMP signaling pathway","12/546","112/5433",0.107142857142857,1.06613029827316,0.236356688102218,0.452969779391496,0.999985169649174,0.97991276305119,"5601/10000/5732/22800/51196/5567/805/5295/814/51738/488/5727",12
"Metabolism","Glycan biosynthesis and metabolism","hsa00534","Glycosaminoglycan biosynthesis - heparan sulfate / heparin","2/546","15/5433",0.133333333333333,1.32673992673993,0.423529210808703,0.453806514265018,0.999985169649174,0.97991276305119,"64131/9953",2
"Organismal Systems","Sensory system","hsa04742","Taste transduction","2/546","15/5433",0.133333333333333,1.32673992673993,0.423529210808703,0.453806514265018,0.999985169649174,0.97991276305119,"3710/5567",2
"Organismal Systems","Digestive system","hsa04972","Pancreatic secretion","5/546","44/5433",0.113636363636364,1.13074425574426,0.291038133257041,0.457489091921324,0.999985169649174,0.97991276305119,"3710/8766/683/5578/488",5
"Environmental Information Processing","Signal transduction","hsa04630","JAK-STAT signaling pathway","10/546","93/5433",0.10752688172043,1.06995155382252,0.227417166468067,0.460745886746785,0.999985169649174,0.97991276305119,"3594/50615/10000/4609/3590/6775/5295/11009/3575/596",10
"Human Diseases","Cancer: overview","hsa05230","Central carbon metabolism in cancer","6/546","54/5433",0.111111111111111,1.10561660561661,0.260695386727405,0.462646809093229,0.999985169649174,0.97991276305119,"3945/10000/27165/4609/5295/3101",6
"Cellular Processes","Cell growth and death","hsa04217","Necroptosis","12/546","113/5433",0.106194690265487,1.05669551687251,0.203557522776951,0.465695632859864,0.999985169649174,0.97991276305119,"637/5601/7188/128866/8797/10616/11035/6775/91782/824/3015/596",12
"Organismal Systems","Nervous system","hsa04725","Cholinergic synapse","7/546","64/5433",0.109375,1.08834134615385,0.237608695657739,0.466611325764189,0.999985169649174,0.97991276305119,"3710/10000/5567/5295/814/5578/596",7
"Genetic Information Processing","Transcription","hsa03022","Basal transcription factors","4/546","35/5433",0.114285714285714,1.13720565149137,0.272172733367772,0.473288475312077,0.999985169649174,0.97991276305119,"6908/6874/6875/51616",4
"Genetic Information Processing","Replication and repair","hsa03030","DNA replication","4/546","35/5433",0.114285714285714,1.13720565149137,0.272172733367772,0.473288475312077,0.999985169649174,0.97991276305119,"5982/3978/57804/5426",4
"Organismal Systems","Endocrine system","hsa04927","Cortisol synthesis and secretion","4/546","35/5433",0.114285714285714,1.13720565149137,0.272172733367772,0.473288475312077,0.999985169649174,0.97991276305119,"5151/3710/8911/5567",4
"Organismal Systems","Nervous system","hsa04720","Long-term potentiation","5/546","45/5433",0.111111111111111,1.10561660561661,0.237782397455847,0.477695402302935,0.999985169649174,0.97991276305119,"3710/5567/805/814/5578",5
"Human Diseases","Neurodegenerative disease","hsa05017","Spinocerebellar ataxia","12/546","114/5433",0.105263157894737,1.04742625795257,0.171045369708761,0.478378757253672,0.999985169649174,0.97991276305119,"5601/6095/3710/5700/6908/10000/5295/5578/5710/488/5719/6311",12
"Human Diseases","Cancer: overview","hsa05205","Proteoglycans in cancer","15/546","144/5433",0.104166666666667,1.03651556776557,0.148432004598873,0.4825658312802,0.999985169649174,0.97991276305119,"5329/998/3710/10000/5335/22800/4609/51196/3339/5567/5295/288/5578/7476/5727",15
"Environmental Information Processing","Signal transduction","hsa04012","ErbB signaling pathway","7/546","65/5433",0.107692307692308,1.07159763313609,0.194090430322816,0.48339234272303,0.999985169649174,0.97991276305119,"5601/868/10000/5335/4609/5295/5578",7
"Environmental Information Processing","Signal transduction","hsa04066","HIF-1 signaling pathway","9/546","85/5433",0.105882352941176,1.05358758888171,0.166430536395196,0.487118994640289,0.999985169649174,0.97991276305119,"4055/2026/3945/10000/5335/5295/5578/3101/596",9
"Organismal Systems","Aging","hsa04213","Longevity regulating pathway - multiple species","5/546","46/5433",0.108695652173913,1.08158146201624,0.185717121844475,0.49764623879996,0.999985169649174,0.97991276305119,"10000/5567/5295/2308/5571",5
"Human Diseases","Cardiovascular disease","hsa05412","Arrhythmogenic right ventricular cardiomyopathy","5/546","46/5433",0.108695652173913,1.08158146201624,0.185717121844475,0.49764623879996,0.999985169649174,0.97991276305119,"6932/3655/51176/6443/488",5
"Organismal Systems","Immune system","hsa04623","Cytosolic DNA-sensing pathway","6/546","56/5433",0.107142857142857,1.06613029827316,0.166256835237592,0.49896390618215,0.999985169649174,0.97991276305119,"55718/79792/1777/11035/10146/11128",6
"Human Diseases","Cancer: specific types","hsa05224","Breast cancer","10/546","97/5433",0.103092783505155,1.02582984026283,0.0857935640172923,0.516071269092099,0.999985169649174,0.97991276305119,"6932/4616/1021/10000/10912/4609/51176/5295/7476/8313",10
"Cellular Processes","Cellular community - eukaryotes","hsa04550","Signaling pathways regulating pluripotency of stem cells","9/546","87/5433",0.103448275862069,1.0293671845396,0.092291667731835,0.516141385145794,0.999985169649174,0.97991276305119,"6932/657/10000/4093/4609/5295/7476/4088/8313",9
"Organismal Systems","Endocrine system","hsa04925","Aldosterone synthesis and secretion","6/546","57/5433",0.105263157894737,1.04742625795257,0.120304449288139,0.51680608625154,0.999985169649174,0.97991276305119,"3710/8911/5567/805/814/5578",6
"Human Diseases","Infectious disease: parasitic","hsa05146","Amoebiasis","6/546","57/5433",0.105263157894737,1.04742625795257,0.120304449288139,0.51680608625154,0.999985169649174,0.97991276305119,"2769/5567/5295/5578/1285/929",6
"Metabolism","Metabolism of cofactors and vitamins","hsa00770","Pantothenate and CoA biosynthesis","2/546","17/5433",0.117647058823529,1.17065287653523,0.235534092667443,0.521306036738506,0.999985169649174,0.97991276305119,"80347/60490",2
"Metabolism","Xenobiotics biodegradation and metabolism","hsa00982","Drug metabolism - cytochrome P450","2/546","17/5433",0.117647058823529,1.17065287653523,0.235534092667443,0.521306036738506,0.999985169649174,0.97991276305119,"221/9446",2
"Organismal Systems","Digestive system","hsa04980","Cobalamin transport and metabolism","2/546","17/5433",0.117647058823529,1.17065287653523,0.235534092667443,0.521306036738506,0.999985169649174,0.97991276305119,"7629/4548",2
"Cellular Processes","Transport and catabolism","hsa04148","Efferocytosis","13/546","128/5433",0.1015625,1.01060267857143,0.040572607423878,0.527998846028577,0.999985169649174,0.97991276305119,"55423/4773/23659/5467/5732/51761/4240/6566/1901/488/8877/161291/338440",13
"Organismal Systems","Environmental adaptation","hsa04713","Circadian entrainment","5/546","48/5433",0.104166666666667,1.03651556776557,0.0849299473863669,0.536629666062224,0.999985169649174,0.97991276305119,"3710/8911/5567/805/5578",5
"Human Diseases","Substance dependence","hsa05031","Amphetamine addiction","4/546","38/5433",0.105263157894737,1.04742625795257,0.0980550499790397,0.539780027427925,0.999985169649174,0.97991276305119,"5567/805/814/5578",4
"Organismal Systems","Nervous system","hsa04722","Neurotrophin signaling pathway","10/546","99/5433",0.101010101010101,1.005106005106,0.0171367069031519,0.54309802460492,0.999985169649174,0.97991276305119,"5601/998/10000/5335/805/5295/4794/814/27018/596",10
"Human Diseases","Neurodegenerative disease","hsa05012","Parkinson disease","22/546","220/5433",0.1,0.995054945054945,-0.0250261262928616,0.544459623589088,0.999985169649174,0.97991276305119,"5601/3710/5700/7922/27429/6390/4709/5335/10131/7295/25800/5567/6391/27173/805/4720/5710/118424/4712/3800/1649/5719",22
"Organismal Systems","Digestive system","hsa04973","Carbohydrate digestion and absorption","3/546","28/5433",0.107142857142857,1.06613029827316,0.117256433527317,0.544579310689454,0.999985169649174,0.97991276305119,"10000/5295/3101",3
"Environmental Information Processing","Signaling molecules and interaction","hsa04080","Neuroactive ligand-receptor interaction","9/546","89/5433",0.101123595505618,1.00623533769601,0.0198233381916074,0.544623856423925,0.999985169649174,0.97991276305119,"11054/27334/706/4923/5023/5732/51738/5729/1901",9
"Organismal Systems","Aging","hsa04211","Longevity regulating pathway","7/546","69/5433",0.101449275362319,1.00947603121516,0.0264765671780559,0.548782807332599,0.999985169649174,0.97991276305119,"27244/10000/5567/5295/2308/814/5571",7
"Human Diseases","Cancer: specific types","hsa05220","Chronic myeloid leukemia","7/546","69/5433",0.101449275362319,1.00947603121516,0.0264765671780559,0.548782807332599,0.999985169649174,0.97991276305119,"4616/1021/10000/10912/4609/5295/4088",7
"Human Diseases","Cancer: overview","hsa05206","MicroRNAs in cancer","13/546","130/5433",0.1,0.995054945054945,-0.0190737908663081,0.551548608843302,0.999985169649174,0.97991276305119,"5243/4363/1021/8434/5335/27165/4609/6541/5295/472/5578/596/1945",13
"Metabolism","Glycan biosynthesis and metabolism","hsa00532","Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate","2/546","18/5433",0.111111111111111,1.10561660561661,0.150011398641748,0.552897435446757,0.999985169649174,0.97991276305119,"64131/10090",2
"Organismal Systems","Immune system","hsa04613","Neutrophil extracellular trap formation","12/546","120/5433",0.1,0.995054945054945,-0.0183082514708639,0.552931833488674,0.999985169649174,0.97991276305119,"1535/79792/10000/5335/3021/5295/5578/653361/3015/820/10533/85236",12
"Metabolism","Glycan biosynthesis and metabolism","hsa00510","N-Glycan biosynthesis","5/546","49/5433",0.102040816326531,1.01536218883158,0.0361038607958019,0.555595411077721,0.999985169649174,0.97991276305119,"11320/57134/4245/11282/207063",5
"Metabolism","Amino acid metabolism","hsa00270","Cysteine and methionine metabolism","4/546","39/5433",0.102564102564103,1.02056917441533,0.0430872449534622,0.560984632712275,0.999985169649174,0.97991276305119,"84245/3945/4548/113675",4
"Organismal Systems","Nervous system","hsa04728","Dopaminergic synapse","8/546","80/5433",0.1,0.995054945054945,-0.0148926686097244,0.561298965041519,0.999985169649174,0.97991276305119,"5601/3710/10000/408/5567/805/5578/3800",8
"Organismal Systems","Endocrine system","hsa04935","Growth hormone synthesis, secretion and action","8/546","80/5433",0.1,0.995054945054945,-0.0148926686097244,0.561298965041519,0.999985169649174,0.97991276305119,"5601/3710/10000/5335/5567/5295/5578/51738",8
"Human Diseases","Endocrine and metabolic disease","hsa04930","Type II diabetes mellitus","3/546","29/5433",0.103448275862069,1.0293671845396,0.0529979014851248,0.569081678421713,0.999985169649174,0.97991276305119,"5601/5295/3101",3
"Genetic Information Processing","Translation","hsa03015","mRNA surveillance pathway","8/546","81/5433",0.0987654320987654,0.98277031610365,-0.0522175870358327,0.57590713834712,0.999985169649174,0.97991276305119,"8106/8731/11052/8732/23435/10284/124540/80335",8
"Organismal Systems","Endocrine system","hsa04910","Insulin signaling pathway","11/546","112/5433",0.0982142857142857,0.977286106750392,-0.0811818594891151,0.579538501457264,0.999985169649174,0.97991276305119,"5601/868/10000/9882/5567/805/5295/2308/3101/3636/5571",11
"Organismal Systems","Digestive system","hsa04971","Gastric acid secretion","4/546","40/5433",0.1,0.995054945054945,-0.0104915810364479,0.581648050134653,0.999985169649174,0.97991276305119,"3710/5567/805/5578",4
"Human Diseases","Substance dependence","hsa05032","Morphine addiction","4/546","40/5433",0.1,0.995054945054945,-0.0104915810364479,0.581648050134653,0.999985169649174,0.97991276305119,"5151/408/5567/5578",4
"Human Diseases","Cardiovascular disease","hsa05418","Fluid shear stress and atherosclerosis","10/546","102/5433",0.0980392156862745,0.975544063779358,-0.0833364641884517,0.58254735210653,0.999985169649174,0.97991276305119,"5601/1535/657/10000/7295/805/5295/9446/653361/596",10
"Organismal Systems","Digestive system","hsa04981","Folate transport and metabolism","2/546","19/5433",0.105263157894737,1.04742625795257,0.0692136203356611,0.582986737015842,0.999985169649174,0.97991276305119,"4363/4548",2
"Genetic Information Processing","Information processing in viruses","hsa03250","Viral life cycle - HIV-1","6/546","61/5433",0.0983606557377049,0.978742568906503,-0.0558036656498576,0.585441204252566,0.999985169649174,0.97991276305119,"128866/11052/636/256987/11168/4300",6
"Cellular Processes","Cell motility","hsa04820","Cytoskeleton in muscle cells","12/546","123/5433",0.0975609756097561,0.970785312248727,-0.109537185193293,0.588745885467805,0.999985169649174,0.97991276305119,"3655/2026/7136/23345/1291/3339/288/84033/91010/6443/1285/4636",12
"Genetic Information Processing","Transcription","hsa03020","RNA polymerase","3/546","30/5433",0.1,0.995054945054945,-0.00907756354006125,0.592754638621626,0.999985169649174,0.97991276305119,"55718/84172/11128",3
"Organismal Systems","Immune system","hsa04611","Platelet activation","9/546","93/5433",0.0967741935483871,0.962956398440269,-0.120431219067127,0.599507213478239,0.999985169649174,0.97991276305119,"695/3710/10627/5023/10000/103910/5567/5295/10125",9
"Organismal Systems","Endocrine system","hsa04916","Melanogenesis","6/546","62/5433",0.0967741935483871,0.962956398440269,-0.0980474956554639,0.6018057922942,0.999985169649174,0.97991276305119,"6932/51176/5567/805/5578/7476",6
"Metabolism","Glycan biosynthesis and metabolism","hsa00512","Mucin type O-glycan biosynthesis","2/546","20/5433",0.1,0.995054945054945,-0.00740495013314205,0.611556320751296,0.999985169649174,0.97991276305119,"79695/51301",2
"Cellular Processes","Transport and catabolism","hsa04136","Autophagy - other","3/546","31/5433",0.0967741935483871,0.962956398440269,-0.0691308335988143,0.615569461055904,0.999985169649174,0.97991276305119,"55054/285973/10533",3
"Metabolism","Energy metabolism","hsa00190","Oxidative phosphorylation","11/546","115/5433",0.0956521739130435,0.951791686574295,-0.174643217560464,0.615874096865685,0.999985169649174,0.97991276305119,"51606/51382/8992/6390/4709/529/6391/4720/4712/155066/23545",11
"Human Diseases","Drug resistance: antineoplastic","hsa01521","EGFR tyrosine kinase inhibitor resistance","6/546","63/5433",0.0952380952380952,0.947671376242805,-0.139629594665423,0.61781625177741,0.999985169649174,0.97991276305119,"10000/5335/5295/5578/80310/596",6
"Organismal Systems","Immune system","hsa04625","C-type lectin receptor signaling pathway","8/546","84/5433",0.0952380952380952,0.947671376242805,-0.161546550697495,0.618327227801945,0.999985169649174,0.97991276305119,"5601/3710/4773/868/10000/22800/805/5295",8
"Human Diseases","Cardiovascular disease","hsa05415","Diabetic cardiomyopathy","16/546","167/5433",0.0958083832335329,0.953346055142463,-0.204673309668823,0.620076001958056,0.999985169649174,0.97991276305119,"5601/1535/10000/6390/1509/4709/9882/25874/6391/5295/5578/653361/4720/4712/4088/488",16
"Organismal Systems","Circulatory system","hsa04270","Vascular smooth muscle contraction","7/546","74/5433",0.0945945945945946,0.941268191268191,-0.170020930860504,0.625092353304766,0.999985169649174,0.97991276305119,"5583/5588/3710/59/5567/805/5578",7
"Genetic Information Processing","Transcription","hsa03040","Spliceosome","13/546","137/5433",0.0948905109489051,0.944212721584984,-0.221042865879052,0.630233722659857,0.999985169649174,0.97991276305119,"9716/3183/22938/8896/25766/8683/10915/25949/9879/153527/7307/80145/57461",13
"Metabolism","Metabolism of terpenoids and polyketides","hsa00900","Terpenoid backbone biosynthesis","2/546","21/5433",0.0952380952380952,0.947671376242805,-0.0803017664468041,0.638607241674205,0.999985169649174,0.97991276305119,"51449/2224",2
"Metabolism","Xenobiotics biodegradation and metabolism","hsa00980","Metabolism of xenobiotics by cytochrome P450","2/546","21/5433",0.0952380952380952,0.947671376242805,-0.0803017664468041,0.638607241674205,0.999985169649174,0.97991276305119,"221/9446",2
"Genetic Information Processing","Translation","hsa00970","Aminoacyl-tRNA biosynthesis","4/546","43/5433",0.0930232558139535,0.925632507027856,-0.163635684973827,0.64013217586379,0.999985169649174,0.97991276305119,"124454/79587/123283/283459",4
"Human Diseases","Endocrine and metabolic disease","hsa04931","Insulin resistance","8/546","86/5433",0.0930232558139535,0.925632507027856,-0.232344452226987,0.645320233136707,0.999985169649174,0.97991276305119,"5601/5588/10000/9882/11000/5295/2308/5571",8
"Organismal Systems","Immune system","hsa04062","Chemokine signaling pathway","12/546","128/5433",0.09375,0.932864010989011,-0.25690509316172,0.645459411727369,0.999985169649174,0.97991276305119,"998/3702/10000/2185/5335/1236/408/5567/5295/56477/653361/1233",12
"Cellular Processes","Cell growth and death","hsa04110","Cell cycle","13/546","139/5433",0.0935251798561151,0.930626927029805,-0.276924510480133,0.651416342395714,0.999985169649174,0.97991276305119,"8556/5933/4616/1021/7029/4999/10459/23244/10912/4609/472/64682/4088",13
"Environmental Information Processing","Signaling molecules and interaction","hsa04081","Hormone signaling","7/546","76/5433",0.0921052631578947,0.916497975708502,-0.245018010633902,0.653526922668405,0.999985169649174,0.97991276305119,"2769/657/117247/4093/5567/5295/51738",7
"Metabolism","Energy metabolism","hsa00920","Sulfur metabolism","1/546","10/5433",0.1,0.995054945054945,-0.00523126055628071,0.653563251070914,0.999985169649174,0.97991276305119,"58472",1
"Environmental Information Processing","Signaling molecules and interaction","hsa04512","ECM-receptor interaction","4/546","44/5433",0.0909090909090909,0.904595404595405,-0.212371665528538,0.658396484258037,0.999985169649174,0.97991276305119,"3655/1291/3339/1285",4
"Cellular Processes","Transport and catabolism","hsa04146","Peroxisome","6/546","66/5433",0.0909090909090909,0.904595404595405,-0.26063365638143,0.663588619128267,0.999985169649174,0.97991276305119,"54677/215/3155/2053/23305/225",6
"Metabolism","Lipid metabolism","hsa00062","Fatty acid elongation","2/546","22/5433",0.0909090909090909,0.904595404595405,-0.149863855038013,0.664155666878448,0.999985169649174,0.97991276305119,"51495/117145",2
"Metabolism","Amino acid metabolism","hsa00250","Alanine, aspartate and glutamate metabolism","2/546","22/5433",0.0909090909090909,0.904595404595405,-0.149863855038013,0.664155666878448,0.999985169649174,0.97991276305119,"440/27165",2
"Human Diseases","Endocrine and metabolic disease","hsa04932","Non-alcoholic fatty liver disease","12/546","130/5433",0.0923076923076923,0.918512256973795,-0.314309989660186,0.666946048623995,0.999985169649174,0.97991276305119,"637/5601/998/10000/6390/4709/6391/5295/4720/4712/1649/5571",12
"Human Diseases","Infectious disease: viral","hsa05162","Measles","10/546","109/5433",0.091743119266055,0.912894445004537,-0.307040108076417,0.668062364446149,0.999985169649174,0.97991276305119,"637/5601/1021/868/10000/6504/5295/917/596/940",10
"Environmental Information Processing","Signal transduction","hsa04010","MAPK signaling pathway","20/546","214/5433",0.0934579439252336,0.929957892574715,-0.349403680491631,0.670963936192623,0.999985169649174,0.97991276305119,"4293/5601/998/4216/4616/8911/5924/10000/4149/10912/22800/4609/408/5567/5578/929/80310/10125/1649/1945",20
"Human Diseases","Infectious disease: bacterial","hsa05133","Pertussis","5/546","56/5433",0.0892857142857143,0.88844191522763,-0.280465907515047,0.676297366871821,0.999985169649174,0.97991276305119,"5601/805/23643/1073/929",5
"Metabolism","Carbohydrate metabolism","hsa00620","Pyruvate metabolism","3/546","34/5433",0.0882352941176471,0.877989657401422,-0.238525312695955,0.678704711572308,0.999985169649174,0.97991276305119,"3945/55902/1737",3
"Human Diseases","Substance dependence","hsa05034","Alcoholism","8/546","89/5433",0.0898876404494382,0.894431411285344,-0.335622854531177,0.68369696386892,0.999985169649174,0.97991276305119,"3021/5567/805/814/3015/5569/3177/85236",8
"Human Diseases","Infectious disease: viral","hsa05161","Hepatitis B","12/546","132/5433",0.0909090909090909,0.904595404595405,-0.370879125339201,0.687684576178801,0.999985169649174,0.97991276305119,"637/5601/4773/10000/2185/4609/6775/3339/5295/5578/4088/596",12
"Metabolism","Carbohydrate metabolism","hsa00500","Starch and sucrose metabolism","2/546","23/5433",0.0869565217391304,0.865265169612996,-0.21642139791144,0.688229837486108,0.999985169649174,0.97991276305119,"3101/283209",2
"Metabolism","Metabolism of cofactors and vitamins","hsa00860","Porphyrin metabolism","2/546","23/5433",0.0869565217391304,0.865265169612996,-0.21642139791144,0.688229837486108,0.999985169649174,0.97991276305119,"124454/644",2
"Metabolism","Global and overview maps","hsa01210","2-Oxocarboxylic acid metabolism","2/546","23/5433",0.0869565217391304,0.865265169612996,-0.21642139791144,0.688229837486108,0.999985169649174,0.97991276305119,"594/1737",2
"Genetic Information Processing","Replication and repair","hsa03420","Nucleotide excision repair","5/546","57/5433",0.087719298245614,0.872855214960478,-0.322523513437106,0.691633066931463,0.999985169649174,0.97991276305119,"5982/3978/8451/57804/5426",5
"Human Diseases","Cancer: overview","hsa05207","Chemical carcinogenesis - receptor activation","10/546","113/5433",0.0884955752212389,0.880579597393757,-0.428762672332926,0.712057818581543,0.999985169649174,0.97991276305119,"10000/2053/4609/408/5567/5295/9446/5578/85315/596",10
"Environmental Information Processing","Signal transduction","hsa04015","Rap1 signaling pathway","12/546","135/5433",0.0888888888888889,0.884493284493284,-0.454227239043267,0.717322556591883,0.999985169649174,0.97991276305119,"998/10000/5335/51196/805/5295/5578/5900/80310/51466/27040/1945",12
"Genetic Information Processing","Folding, sorting and degradation","hsa03018","RNA degradation","6/546","70/5433",0.0857142857142857,0.852904238618524,-0.413999972766623,0.719008644607707,0.999985169649174,0.97991276305119,"2026/11044/9924/10140/131870/9652",6
"Organismal Systems","Endocrine system","hsa04914","Progesterone-mediated oocyte maturation","6/546","70/5433",0.0857142857142857,0.852904238618524,-0.413999972766623,0.719008644607707,0.999985169649174,0.97991276305119,"5601/10459/10000/5567/5295/64682",6
"Metabolism","Global and overview maps","hsa01200","Carbon metabolism","8/546","92/5433",0.0869565217391304,0.865265169612996,-0.435629756254093,0.7193904103168,0.999985169649174,0.97991276305119,"2026/6390/55902/113675/6391/1737/3101/8801",8
"Metabolism","Amino acid metabolism","hsa00220","Arginine biosynthesis","1/546","12/5433",0.0833333333333333,0.829212454212454,-0.197953028129534,0.719817317309221,0.999985169649174,0.97991276305119,"27165",1
"Human Diseases","Immune disease","hsa05322","Systemic lupus erythematosus","5/546","59/5433",0.0847457627118644,0.843266902588936,-0.404569299582157,0.720794985542264,0.999985169649174,0.97991276305119,"959/3021/3015/940/85236",5
