ID_REF	Probe Name	miRNA_ID	Accession	Class Name	HC1	HC2	HC3	HC4	LTB1	LTB2	LTB3	LTB4	LTB5	LTB6	DS-TB1	DS-TB2	DS-TB3	DS-TB4	DS-TB5	DS-TB6	DR-TB1	DR-TB2	DR-TB3	DR-TB4		
hsa-miR-5010-3p	hsa-miR-5010-3p	hsa-miR-5010-3p	MIMAT0021044	Endogenous1	29.5	13.8	10.13	20.91	24	33.44	20.31	12.09	24.16	14.17	11.03	20.29	12.6	34.61	19.45	9.5	15.68	11.5	10.9	16.42		
hsa-miR-5010-5p	hsa-miR-5010-5p	hsa-miR-5010-5p	MIMAT0021043	Endogenous1	25.48	17.64	20.27	15.68	15.65	22.29	15.23	11.38	31.84	16.06	17.65	8.88	6.79	23.6	17.76	12.43	8.45	14.37	10.9	16.42		
hsa-miR-502-3p	hsa-miR-502-3p	hsa-miR-502-3p	MIMAT0004775	Endogenous1	40.23	19.17	43.43	36.59	35.47	44.59	16.92	17.06	43.92	38.74	29.78	35.5	20.36	64.51	25.37	11.7	28.96	25.87	11.99	34.21		
hsa-miR-502-5p	hsa-miR-502-5p	hsa-miR-502-5p	MIMAT0002873	Endogenous1	1.34	1	1.45	1.31	1.04	1.39	1.69	1	1.1	1	1.1	1.27	1	1.57	1	1	1.21	1.44	1.09	1.37		
hsa-miR-503-3p	hsa-miR-503-3p	hsa-miR-503-3p	MIMAT0022925	Endogenous1	37.55	25.31	17.37	18.3	27.13	22.29	15.23	19.91	26.35	34.96	18.75	20.29	15.51	39.33	19.45	18.28	21.72	24.44	11.99	26		
hsa-miR-503-5p	hsa-miR-503-5p	hsa-miR-503-5p	MIMAT0002874	Endogenous1	91.19	68.25	63.69	58.81	62.6	68.27	77.84	61.15	75.76	68.04	67.28	78.61	70.76	73.95	65.12	108.93	69.98	58.94	91.54	47.89		
hsa-miR-504-3p	hsa-miR-504-3p	hsa-miR-504-3p	MIMAT0026612	Endogenous1	24.14	17.64	23.16	15.68	19.82	20.9	18.61	16.35	28.55	22.68	8.82	17.75	3.88	33.04	28.75	11.7	8.45	15.81	11.99	15.05		
hsa-miR-504-5p	hsa-miR-504-5p	hsa-miR-504-5p	MIMAT0002875	Endogenous1	36.21	21.47	23.16	20.91	28.17	32.05	25.38	15.64	29.64	21.73	15.44	25.36	14.54	29.89	24.53	11.7	9.65	27.31	11.99	24.63		
hsa-miR-505-3p	hsa-miR-505-3p	hsa-miR-505-3p	MIMAT0002876	Endogenous1	41.57	39.88	33.29	28.75	38.6	45.98	42.31	35.55	35.13	32.13	41.91	31.7	34.9	25.17	45.67	40.21	26.54	46	37.05	31.47		
hsa-miR-506-3p	hsa-miR-506-3p	hsa-miR-506-3p	MIMAT0002878	Endogenous1	24.14	13.8	27.5	22.22	33.39	33.44	30.46	12.09	31.84	18.9	17.65	19.02	8.72	28.32	19.45	8.77	14.48	27.31	11.99	24.63		
hsa-miR-506-5p	hsa-miR-506-5p	hsa-miR-506-5p	MIMAT0022701	Endogenous1	50.96	33.74	52.11	44.43	56.34	55.73	52.46	18.49	50.51	49.14	33.09	34.23	21.33	36.19	25.37	13.89	42.23	35.94	26.15	28.74		
hsa-miR-507	hsa-miR-507	hsa-miR-507	MIMAT0002879	Endogenous1	29.5	17.64	17.37	23.52	24	23.69	22	19.91	41.72	25.51	22.06	17.75	17.45	28.32	21.14	18.28	9.65	20.12	7.63	36.95		
hsa-miR-508-3p	hsa-miR-508-3p	hsa-miR-508-3p	MIMAT0002880	Endogenous1	46.93	25.31	44.87	43.13	35.47	54.34	47.38	9.95	54.9	30.24	25.37	44.38	24.23	37.76	20.3	14.62	36.19	33.06	18.53	31.47		
hsa-miR-508-5p	hsa-miR-508-5p	hsa-miR-508-5p	MIMAT0004778	Endogenous1	18.77	18.4	30.4	20.91	30.26	45.98	30.46	20.62	29.64	23.62	30.88	24.09	13.57	37.76	22.83	9.5	18.1	18.69	11.99	19.16		
hsa-miR-509-3-5p	hsa-miR-509-3-5p	hsa-miR-509-3-5p	MIMAT0004975	Endogenous1	32.18	32.21	31.85	33.98	36.52	20.9	28.77	20.62	38.43	27.4	19.85	31.7	17.45	34.61	29.6	11.7	24.13	27.31	8.72	23.26		
hsa-miR-509-3p	hsa-miR-509-3p	hsa-miR-509-3p	MIMAT0002881	Endogenous1	13.41	10.74	20.27	24.83	28.17	25.08	18.61	12.8	9.88	7.56	7.72	17.75	13.57	15.73	14.38	13.89	19.3	21.56	10.9	12.32		
hsa-miR-509-5p	hsa-miR-509-5p	hsa-miR-509-5p	MIMAT0004779	Endogenous1	40.23	23.77	24.61	18.3	17.74	22.29	22	23.46	43.92	44.41	24.27	22.82	14.54	47.2	31.29	13.89	21.72	8.62	15.26	43.79		
hsa-miR-510-3p	hsa-miR-510-3p	hsa-miR-510-3p	MIMAT0026613	Endogenous1	29.5	9.2	23.16	23.52	24	30.65	20.31	7.11	29.64	23.62	14.34	24.09	4.85	39.33	21.14	13.16	16.89	21.56	5.45	30.11		
hsa-miR-510-5p	hsa-miR-510-5p	hsa-miR-510-5p	MIMAT0002882	Endogenous1	16.09	15.34	23.16	11.76	15.65	12.54	8.46	8.53	20.86	24.57	9.93	10.14	7.75	28.32	14.38	10.97	14.48	10.06	5.45	17.79		
hsa-miR-511-5p	hsa-miR-511-5p	hsa-miR-511-5p	MIMAT0002808	Endogenous1	25.48	28.37	34.74	22.22	28.17	25.08	27.08	24.89	25.25	19.84	20.96	29.16	14.54	25.17	23.68	18.28	22.92	30.19	11.99	15.05		
hsa-miR-512-3p	hsa-miR-512-3p	hsa-miR-512-3p	MIMAT0002823	Endogenous1	17.43	12.27	20.27	19.6	13.56	23.69	16.92	9.95	15.37	14.17	6.62	12.68	12.6	12.59	7.61	8.04	13.27	8.62	6.54	19.16		
hsa-miR-512-5p	hsa-miR-512-5p	hsa-miR-512-5p	MIMAT0002822	Endogenous1	28.16	19.94	36.19	20.91	30.26	34.83	23.69	16.35	27.45	25.51	15.44	20.29	14.54	39.33	20.3	13.16	14.48	21.56	10.9	28.74		
hsa-miR-513a-3p	hsa-miR-513a-3p	hsa-miR-513a-3p	MIMAT0004777	Endogenous1	38.89	19.94	27.5	24.83	22.95	22.29	25.38	19.2	41.72	30.24	16.54	26.63	17.45	56.64	23.68	17.55	27.75	27.31	7.63	31.47		
hsa-miR-513a-5p	hsa-miR-513a-5p	hsa-miR-513a-5p	MIMAT0002877	Endogenous1	41.57	28.37	15.92	22.22	16.69	15.33	20.31	24.18	48.31	30.24	6.62	16.48	12.6	40.91	24.53	16.08	8.45	14.37	4.36	28.74		
hsa-miR-513b-5p	hsa-miR-513b-5p	hsa-miR-513b-5p	MIMAT0005788	Endogenous1	34.87	15.34	27.5	26.14	32.34	30.65	28.77	14.93	39.53	27.4	19.85	25.36	14.54	31.47	15.22	15.35	21.72	28.75	20.71	26		
hsa-miR-513c-3p	hsa-miR-513c-3p	hsa-miR-513c-3p	MIMAT0022728	Endogenous1	30.84	26.07	39.08	28.75	32.34	23.69	25.38	19.91	36.23	21.73	20.96	26.63	14.54	33.04	18.61	11.7	25.34	21.56	18.53	20.53		
hsa-miR-513c-5p	hsa-miR-513c-5p	hsa-miR-513c-5p	MIMAT0005789	Endogenous1	20.11	12.27	20.27	33.98	39.65	37.62	23.69	9.95	23.06	16.06	22.06	32.97	11.63	22.03	10.15	10.97	13.27	24.44	15.26	10.95		
hsa-miR-514a-3p	hsa-miR-514a-3p	hsa-miR-514a-3p	MIMAT0002883	Endogenous1	41.57	29.14	41.98	39.21	39.65	57.13	33.84	20.62	31.84	30.24	29.78	31.7	21.33	45.63	19.45	20.47	22.92	31.62	23.98	19.16		
hsa-miR-514a-5p	hsa-miR-514a-5p	hsa-miR-514a-5p	MIMAT0022702	Endogenous1	22.8	17.64	18.82	30.06	22.95	34.83	15.23	14.93	18.67	24.57	7.72	22.82	7.75	37.76	21.99	5.85	16.89	21.56	4.36	10.95		
hsa-miR-514b-3p	hsa-miR-514b-3p	hsa-miR-514b-3p	MIMAT0015088	Endogenous1	42.91	25.31	39.08	44.43	33.39	57.13	37.23	14.22	31.84	26.46	31.99	38.04	21.33	40.91	18.61	16.08	27.75	23	29.42	31.47		
hsa-miR-514b-5p	hsa-miR-514b-5p	hsa-miR-514b-5p	MIMAT0015087	Endogenous1	34.87	18.4	27.5	30.06	45.91	37.62	28.77	19.91	31.84	35.91	22.06	31.7	23.26	39.33	24.53	21.2	25.34	24.44	13.08	27.37		
hsa-miR-515-3p	hsa-miR-515-3p	hsa-miR-515-3p	MIMAT0002827	Endogenous1	26.82	11.5	24.61	27.44	34.43	25.08	23.69	13.51	16.47	11.34	20.96	19.02	19.39	15.73	15.22	13.89	16.89	15.81	13.08	17.79		
hsa-miR-515-5p	hsa-miR-515-5p	hsa-miR-515-5p	MIMAT0002826	Endogenous1	37.55	29.91	28.95	14.38	26.08	33.44	15.23	17.78	57.09	25.51	14.34	20.29	13.57	51.92	24.53	16.81	22.92	24.44	8.72	19.16		
hsa-miR-516a-3p+hsa-miR-516b-3p	hsa-miR-516a-3p+hsa-miR-516b-3p	hsa-miR-516a-3p+hsa-miR-516b-3p	MIMAT0006778	Endogenous1	42.91	32.21	23.16	26.14	28.17	25.08	27.08	17.78	42.82	29.29	23.16	36.77	23.26	36.19	30.45	21.93	22.92	12.94	15.26	31.47		
hsa-miR-516a-5p	hsa-miR-516a-5p	hsa-miR-516a-5p	MIMAT0004770	Endogenous1	18.77	14.57	14.48	14.38	11.48	18.11	13.54	7.82	30.74	13.23	7.72	17.75	8.72	18.88	10.99	6.58	16.89	10.06	1.09	13.68		
hsa-miR-516b-5p	hsa-miR-516b-5p	hsa-miR-516b-5p	MIMAT0002859	Endogenous1	26.82	23.77	26.06	16.99	25.04	13.93	23.69	15.64	32.94	20.79	14.34	19.02	12.6	34.61	13.53	14.62	14.48	27.31	9.81	17.79		
hsa-miR-517a-3p	hsa-miR-517a-3p	hsa-miR-517a-3p	MIMAT0002852	Endogenous1	54.98	30.67	34.74	36.59	37.56	34.83	37.23	26.31	56	43.47	18.75	36.77	25.2	55.07	27.06	21.2	14.48	35.94	22.89	42.42		
hsa-miR-517b-3p	hsa-miR-517b-3p	hsa-miR-517b-3p	MIMAT0002857	Endogenous1	24.14	23.77	15.92	31.36	26.08	25.08	35.54	22.75	31.84	21.73	17.65	12.68	16.48	23.6	21.99	13.89	18.1	25.87	18.53	19.16		
hsa-miR-517c-3p+hsa-miR-519a-3p	hsa-miR-517c-3p+hsa-miR-519a-3p	hsa-miR-517c-3p+hsa-miR-519a-3p	MIMAT0002866	Endogenous1	29.5	20.7	14.48	20.91	32.34	30.65	22	9.95	24.16	15.12	23.16	22.82	17.45	40.91	21.14	9.5	10.86	20.12	7.63	28.74		
hsa-miR-518b	hsa-miR-518b	hsa-miR-518b	MIMAT0002844	Endogenous1	32.18	22.24	21.71	24.83	31.3	41.8	22	17.06	25.25	28.35	20.96	27.89	16.48	31.47	23.68	16.08	15.68	10.06	20.71	21.89		
hsa-miR-518c-3p	hsa-miR-518c-3p	hsa-miR-518c-3p	MIMAT0002848	Endogenous1	37.55	16.1	20.27	10.45	26.08	30.65	16.92	14.93	36.23	25.51	16.54	16.48	13.57	37.76	23.68	8.04	14.48	11.5	7.63	39.68		
hsa-miR-518d-3p	hsa-miR-518d-3p	hsa-miR-518d-3p	MIMAT0002864	Endogenous1	33.52	9.2	17.37	9.15	16.69	12.54	6.77	5.69	13.18	24.57	9.93	8.88	14.54	18.88	20.3	5.12	9.65	14.37	4.36	10.95		
hsa-miR-518e-3p	hsa-miR-518e-3p	hsa-miR-518e-3p	MIMAT0002861	Endogenous1	33.52	13.04	10.13	10.45	16.69	23.69	15.23	12.8	21.96	11.34	8.82	22.82	14.54	29.89	26.22	11.7	16.89	8.62	7.63	17.79		
hsa-miR-518f-3p	hsa-miR-518f-3p	hsa-miR-518f-3p	MIMAT0002842	Endogenous1	48.28	26.84	30.4	37.9	51.13	20.9	25.38	19.2	49.41	41.58	17.65	26.63	11.63	51.92	30.45	24.86	22.92	40.25	22.89	36.95		
hsa-miR-5196-3p+hsa-miR-6732-3p	hsa-miR-5196-3p+hsa-miR-6732-3p	hsa-miR-5196-3p+hsa-miR-6732-3p	MIMAT0021129	Endogenous1	54.98	38.34	23.16	19.6	35.47	37.62	16.92	48.35	36.23	44.41	35.29	40.57	31.02	64.51	43.98	29.24	25.34	21.56	25.07	34.21		
hsa-miR-5196-5p	hsa-miR-5196-5p	hsa-miR-5196-5p	MIMAT0021128	Endogenous1	44.25	31.44	34.74	23.52	26.08	29.26	28.77	24.89	47.21	29.29	20.96	35.5	15.51	48.77	38.06	16.81	27.75	24.44	16.35	26		
hsa-miR-519b-3p	hsa-miR-519b-3p	hsa-miR-519b-3p	MIMAT0002837	Endogenous1	25.48	10.74	11.58	9.15	14.61	23.69	11.85	14.93	23.06	17.95	8.82	17.75	10.66	36.19	16.07	8.04	14.48	14.37	7.63	8.21		
hsa-miR-519b-5p+hsa-miR-519c-5p+hsa-miR-523-5p+hsa-miR-518e-5p+hsa-miR-522-5p+hsa-miR-519a-5p	hsa-miR-519b-5p+hsa-miR-519c-5p+hsa-miR-523-5p+hsa-miR-518e-5p+hsa-miR-522-5p+hsa-miR-519a-5p	hsa-miR-519b-5p+hsa-miR-519c-5p+hsa-miR-523-5p+hsa-miR-518e-5p+hsa-miR-522-5p+hsa-miR-519a-5p	MIMAT0005454	Endogenous1	30.84	16.87	20.27	24.83	19.82	34.83	23.69	12.8	23.06	23.62	9.93	19.02	13.57	29.89	20.3	10.97	16.89	12.94	10.9	24.63		
hsa-miR-519c-3p	hsa-miR-519c-3p	hsa-miR-519c-3p	MIMAT0002832	Endogenous1	56.32	25.31	28.95	33.98	21.91	29.26	23.69	19.91	40.62	30.24	17.65	32.97	11.63	39.33	23.68	19.01	22.92	28.75	14.17	27.37		
hsa-miR-519d-3p	hsa-miR-519d-3p	hsa-miR-519d-3p	MIMAT0002853	Endogenous1	38.89	27.61	26.06	27.44	29.21	43.19	35.54	15.64	41.72	26.46	23.16	25.36	20.36	42.48	21.99	20.47	26.54	25.87	20.71	30.11		
hsa-miR-519e-3p	hsa-miR-519e-3p	hsa-miR-519e-3p	MIMAT0002829	Endogenous1	28.16	24.54	8.69	19.6	22.95	18.11	18.61	15.64	20.86	28.35	11.03	19.02	9.69	28.32	18.61	11.7	19.3	17.25	10.9	19.16		
hsa-miR-520a-3p	hsa-miR-520a-3p	hsa-miR-520a-3p	MIMAT0002834	Endogenous1	13.41	11.5	18.82	15.68	9.39	15.33	10.15	7.11	13.18	8.5	11.03	7.61	3.88	26.75	13.53	6.58	15.68	15.81	8.72	9.58		
hsa-miR-520a-5p	hsa-miR-520a-5p	hsa-miR-520a-5p	MIMAT0002833	Endogenous1	22.8	25.31	36.19	35.29	42.78	33.44	20.31	22.75	51.6	30.24	29.78	32.97	18.42	51.92	27.06	24.86	33.78	24.44	20.71	24.63		
hsa-miR-520b	hsa-miR-520b	hsa-miR-520b	MIMAT0002843	Endogenous1	25.48	13.8	15.92	18.3	22.95	23.69	32.15	9.24	21.96	15.12	9.93	20.29	10.66	25.17	19.45	6.58	21.72	10.06	18.53	13.68		
hsa-miR-520c-3p	hsa-miR-520c-3p	hsa-miR-520c-3p	MIMAT0002846	Endogenous1	48.28	37.58	31.85	32.67	32.34	25.08	27.08	18.49	39.53	36.85	20.96	16.48	22.29	39.33	32.14	19.74	26.54	28.75	20.71	31.47		
hsa-miR-520d-3p	hsa-miR-520d-3p	hsa-miR-520d-3p	MIMAT0002856	Endogenous1	41.57	29.91	18.82	41.82	30.26	22.29	13.54	32	24.16	44.41	18.75	29.16	23.26	42.48	30.45	25.59	34.99	25.87	20.71	42.42		
hsa-miR-520d-5p+hsa-miR-527+hsa-miR-518a-5p	hsa-miR-520d-5p+hsa-miR-527+hsa-miR-518a-5p	hsa-miR-520d-5p+hsa-miR-527+hsa-miR-518a-5p	MIMAT0002855	Endogenous1	30.84	9.2	11.58	16.99	18.78	25.08	11.85	13.51	30.74	17.01	8.82	16.48	12.6	26.75	14.38	12.43	14.48	11.5	9.81	27.37		
hsa-miR-520e	hsa-miR-520e	hsa-miR-520e	MIMAT0002825	Endogenous1	13.41	13.8	10.13	14.38	13.56	16.72	16.92	11.38	23.06	10.39	12.13	15.21	5.82	15.73	7.61	8.77	10.86	17.25	3.27	16.42		
hsa-miR-520f-3p	hsa-miR-520f-3p	hsa-miR-520f-3p	MIMAT0002830	Endogenous1	28.16	19.94	24.61	32.67	21.91	30.65	18.61	15.64	23.06	26.46	19.85	32.97	20.36	28.32	17.76	10.97	27.75	15.81	9.81	16.42		
hsa-miR-520g-3p	hsa-miR-520g-3p	hsa-miR-520g-3p	MIMAT0002858	Endogenous1	41.57	31.44	14.48	27.44	28.17	19.51	18.61	22.75	45.02	31.18	6.62	21.55	18.42	53.49	34.67	18.28	10.86	18.69	5.45	26		
hsa-miR-520h	hsa-miR-520h	hsa-miR-520h	MIMAT0002867	Endogenous1	26.82	26.84	55.01	43.13	42.78	55.73	33.84	13.51	32.94	24.57	30.88	30.43	28.11	23.6	27.91	20.47	39.81	43.12	32.69	27.37		
hsa-miR-521	hsa-miR-521	hsa-miR-521	MIMAT0002854	Endogenous1	14.75	13.8	18.82	24.83	19.82	27.87	8.46	11.38	15.37	19.84	3.31	20.29	5.82	25.17	21.99	12.43	12.06	4.31	1.09	5.47		
hsa-miR-522-3p	hsa-miR-522-3p	hsa-miR-522-3p	MIMAT0002868	Endogenous1	20.11	13.04	39.08	27.44	52.17	34.83	37.23	7.11	20.86	18.9	23.16	45.64	20.36	26.75	10.99	9.5	21.72	24.44	25.07	15.05		
hsa-miR-523-3p	hsa-miR-523-3p	hsa-miR-523-3p	MIMAT0002840	Endogenous1	22.8	11.5	34.74	32.67	28.17	41.8	22	7.11	23.06	28.35	17.65	34.23	12.6	14.16	18.61	10.23	21.72	31.62	11.99	21.89		
hsa-miR-524-3p	hsa-miR-524-3p	hsa-miR-524-3p	MIMAT0002850	Endogenous1	10.73	9.97	8.69	13.07	14.61	15.33	13.54	9.24	16.47	17.95	9.93	19.02	17.45	17.31	8.46	5.12	12.06	14.37	6.54	8.21		
hsa-miR-525-3p	hsa-miR-525-3p	hsa-miR-525-3p	MIMAT0002839	Endogenous1	24.14	20.7	17.37	13.07	16.69	25.08	16.92	9.24	14.27	21.73	17.65	19.02	10.66	26.75	21.99	9.5	14.48	18.69	15.26	12.32		
hsa-miR-525-5p	hsa-miR-525-5p	hsa-miR-525-5p	MIMAT0002838	Endogenous1	34.87	23.01	55.01	36.59	48	57.13	49.07	18.49	38.43	29.29	31.99	30.43	19.39	58.21	32.14	24.12	27.75	40.25	25.07	41.05		
hsa-miR-526a+hsa-miR-518c-5p+hsa-miR-518d-5p	hsa-miR-526a+hsa-miR-518c-5p+hsa-miR-518d-5p	hsa-miR-526a+hsa-miR-518c-5p+hsa-miR-518d-5p	MIMAT0002845	Endogenous1	38.89	19.94	41.98	35.29	55.3	41.8	30.46	13.51	40.62	27.4	31.99	30.43	19.39	37.76	28.75	19.74	21.72	25.87	18.53	23.26		
hsa-miR-526b-5p	hsa-miR-526b-5p	hsa-miR-526b-5p	MIMAT0002835	Endogenous1	42.91	21.47	23.16	28.75	30.26	40.41	37.23	9.24	26.35	35.91	20.96	24.09	17.45	51.92	21.99	11.7	18.1	15.81	10.9	27.37		
hsa-miR-532-3p	hsa-miR-532-3p	hsa-miR-532-3p	MIMAT0004780	Endogenous1	34.87	34.51	39.08	39.21	46.95	37.62	37.23	24.18	32.94	37.8	45.22	30.43	21.33	47.2	31.29	18.28	33.78	38.81	20.71	30.11		
hsa-miR-532-5p	hsa-miR-532-5p	hsa-miR-532-5p	MIMAT0002888	Endogenous1	46.93	37.58	7.24	22.22	31.3	20.9	32.15	27.73	31.84	26.46	24.27	20.29	25.2	47.2	28.75	33.63	19.3	25.87	20.71	34.21		
hsa-miR-539-3p	hsa-miR-539-3p	hsa-miR-539-3p	MIMAT0022705	Endogenous1	32.18	16.87	17.37	15.68	19.82	33.44	16.92	15.64	28.55	17.95	15.44	16.48	9.69	22.03	27.91	13.16	19.3	17.25	11.99	12.32		
hsa-miR-539-5p	hsa-miR-539-5p	hsa-miR-539-5p	MIMAT0003163	Endogenous1	20.11	14.57	15.92	27.44	27.13	25.08	23.69	7.82	15.37	9.45	25.37	29.16	15.51	3.15	10.15	13.89	14.48	20.12	13.08	13.68		
hsa-miR-541-3p	hsa-miR-541-3p	hsa-miR-541-3p	MIMAT0004920	Endogenous1	30.84	25.31	21.71	19.6	22.95	22.29	18.61	12.09	39.53	35.91	18.75	26.63	8.72	48.77	24.53	15.35	14.48	12.94	15.26	28.74		
hsa-miR-542-3p	hsa-miR-542-3p	hsa-miR-542-3p	MIMAT0003389	Endogenous1	44.25	20.7	37.64	31.36	45.91	45.98	23.69	23.46	31.84	34.02	26.47	26.63	22.29	39.33	24.53	24.12	41.02	35.94	13.08	26		
hsa-miR-542-5p	hsa-miR-542-5p	hsa-miR-542-5p	MIMAT0003340	Endogenous1	48.28	31.44	30.4	27.44	16.69	15.33	13.54	33.42	45.02	48.19	23.16	29.16	30.05	58.21	32.98	21.93	25.34	11.5	17.44	36.95		
hsa-miR-543	hsa-miR-543	hsa-miR-543	MIMAT0004954	Endogenous1	56.32	32.97	43.43	31.36	64.69	43.19	28.77	44.79	53.8	38.74	23.16	46.91	31.02	61.36	36.37	27.05	38.61	35.94	25.07	32.84		
hsa-miR-544a	hsa-miR-544a	hsa-miR-544a	MIMAT0003164	Endogenous1	32.18	23.01	20.27	20.91	21.91	30.65	6.77	15.64	34.04	17.95	5.51	13.95	14.54	39.33	16.07	10.97	16.89	18.69	15.26	17.79		
hsa-miR-545-3p	hsa-miR-545-3p	hsa-miR-545-3p	MIMAT0003165	Endogenous1	32.18	23.77	30.4	23.52	18.78	22.29	37.23	19.91	27.45	27.4	11.03	26.63	23.26	37.76	29.6	18.28	20.51	24.44	31.6	21.89		
hsa-miR-548a-3p	hsa-miR-548a-3p	hsa-miR-548a-3p	MIMAT0003251	Endogenous1	41.57	19.94	17.37	28.75	32.34	36.23	32.15	16.35	28.55	20.79	29.78	41.84	16.48	26.75	24.53	19.01	25.34	20.12	13.08	21.89		
hsa-miR-548a-5p	hsa-miR-548a-5p	hsa-miR-548a-5p	MIMAT0004803	Endogenous1	48.28	27.61	39.08	20.91	38.6	40.41	27.08	12.09	41.72	35.91	22.06	31.7	21.33	44.05	43.98	21.2	15.68	23	13.08	24.63		
hsa-miR-548aa+hsa-miR-548t-3p	hsa-miR-548aa+hsa-miR-548t-3p	hsa-miR-548aa+hsa-miR-548t-3p	MIMAT0018447	Endogenous1	1.34	1	1.45	1.31	1.04	1.39	1.69	1	1.1	1	1.1	1.27	1	1.57	1	1	1.21	1.44	1.09	1.37		
hsa-miR-548ad-3p	hsa-miR-548ad-3p	hsa-miR-548ad-3p	MIMAT0018946	Endogenous1	32.18	34.51	49.22	33.98	45.91	51.55	33.84	24.18	43.92	30.24	30.88	38.04	29.08	42.48	35.52	16.81	33.78	40.25	25.07	27.37		
hsa-miR-548ah-5p	hsa-miR-548ah-5p	hsa-miR-548ah-5p	MIMAT0018972	Endogenous1	88.51	42.94	81.06	70.57	65.73	103.1	108.3	30.57	68.07	67.09	52.94	128.06	62.04	108.56	69.35	51.9	62.74	80.5	70.84	65.68		
hsa-miR-548ai+hsa-miR-570-5p	hsa-miR-548ai+hsa-miR-570-5p	hsa-miR-548ai+hsa-miR-570-5p	MIMAT0018989	Endogenous1	36.21	20.7	31.85	26.14	37.56	22.29	16.92	22.75	36.23	34.02	15.44	19.02	17.45	44.05	21.14	11.7	14.48	15.81	10.9	35.58		
hsa-miR-548ak	hsa-miR-548ak	hsa-miR-548ak	MIMAT0019013	Endogenous1	25.48	13.04	23.16	24.83	15.65	20.9	18.61	14.93	34.04	21.73	13.24	31.7	13.57	40.91	14.38	10.97	15.68	11.5	7.63	13.68		
hsa-miR-548al	hsa-miR-548al	hsa-miR-548al	MIMAT0019024	Endogenous1	37.55	24.54	33.29	24.83	33.39	39.01	32.15	14.93	39.53	26.46	22.06	22.82	24.23	48.77	25.37	19.01	24.13	25.87	18.53	26		
hsa-miR-548ar-3p	hsa-miR-548ar-3p	hsa-miR-548ar-3p	MIMAT0022266	Endogenous1	73.75	39.11	40.53	40.51	56.34	57.13	66	22.75	54.9	48.19	37.5	34.23	23.26	62.93	43.98	26.32	37.4	50.31	34.87	47.89		
hsa-miR-548ar-5p	hsa-miR-548ar-5p	hsa-miR-548ar-5p	MIMAT0022265	Endogenous1	1.34	29.14	1.45	1.31	1.04	1.39	1.69	2.84	56	55.75	1.1	1.27	1	69.23	1	1	1.21	1.44	11.99	16.42		
hsa-miR-548b-3p	hsa-miR-548b-3p	hsa-miR-548b-3p	MIMAT0003254	Endogenous1	28.16	17.64	14.48	15.68	18.78	19.51	22	11.38	32.94	20.79	14.34	15.21	21.33	50.35	24.53	13.16	18.1	11.5	17.44	23.26		
hsa-miR-548c-5p+hsa-miR-548o-5p+hsa-miR-548am-5p	hsa-miR-548c-5p+hsa-miR-548o-5p+hsa-miR-548am-5p	hsa-miR-548c-5p+hsa-miR-548o-5p+hsa-miR-548am-5p	MIMAT0004806	Endogenous1	22.8	17.64	10.13	18.3	24	37.62	28.77	7.11	19.76	17.01	13.24	21.55	5.82	33.04	13.53	11.7	12.06	17.25	9.81	13.68		
hsa-miR-548d-3p	hsa-miR-548d-3p	hsa-miR-548d-3p	MIMAT0003323	Endogenous1	29.5	14.57	24.61	27.44	14.61	15.33	13.54	17.78	31.84	28.35	15.44	30.43	11.63	31.47	16.07	20.47	25.34	17.25	19.62	26		
hsa-miR-548d-5p	hsa-miR-548d-5p	hsa-miR-548d-5p	MIMAT0004812	Endogenous1	14.75	24.54	17.37	16.99	30.26	29.26	22	17.06	34.04	25.51	19.85	21.55	14.54	23.6	19.45	16.08	22.92	21.56	20.71	21.89		
hsa-miR-548e-3p	hsa-miR-548e-3p	hsa-miR-548e-3p	MIMAT0005874	Endogenous1	22.8	22.24	13.03	27.44	14.61	11.15	8.46	17.06	27.45	15.12	5.51	26.63	14.54	25.17	16.07	11.7	14.48	14.37	5.45	19.16		
hsa-miR-548e-5p	hsa-miR-548e-5p	hsa-miR-548e-5p	MIMAT0026736	Endogenous1	37.55	34.51	40.53	41.82	42.78	32.05	49.07	21.33	59.29	40.63	22.06	31.7	26.17	50.35	33.83	30.7	36.19	33.06	29.42	38.32		
hsa-miR-548g-3p	hsa-miR-548g-3p	hsa-miR-548g-3p	MIMAT0005912	Endogenous1	65.71	35.27	37.64	26.14	35.47	48.77	28.77	22.75	50.51	46.3	19.85	46.91	17.45	73.95	52.43	19.01	26.54	35.94	27.24	46.53		
hsa-miR-548h-5p	hsa-miR-548h-5p	hsa-miR-548h-5p	MIMAT0005928	Endogenous1	30.84	14.57	10.13	19.6	14.61	19.51	18.61	8.53	23.06	19.84	12.13	12.68	7.75	20.45	14.38	9.5	8.45	12.94	1.09	23.26		
hsa-miR-548i	hsa-miR-548i	hsa-miR-548i	MIMAT0005935	Endogenous1	59	29.14	33.29	33.98	22.95	27.87	33.84	22.75	49.41	40.63	15.44	30.43	18.42	53.49	42.29	16.81	24.13	15.81	22.89	21.89		
hsa-miR-548j-3p	hsa-miR-548j-3p	hsa-miR-548j-3p	MIMAT0026737	Endogenous1	33.52	17.64	18.82	19.6	27.13	13.93	13.54	12.8	49.41	38.74	19.85	22.82	15.51	26.75	30.45	16.81	18.1	10.06	9.81	26		
