"miRNA","logFC","P.Value","adj.P.Val","AveExpr","t"
"hsa-miR-378c",-0.204518019886805,0.561485770846539,0.919885363810611,3.92179027364134,-0.588502047752533
"hsa-miR-378d",-0.149613363123388,0.666573772079152,0.948640213320057,4.71992924415316,-0.436017221731673
"hsa-miR-378e",-0.0793207851983406,0.693054190934327,0.948640213320057,1.14324629527076,-0.399321312136673
"hsa-miR-378f",-0.240560485363194,0.443546939779606,0.919885363810611,5.31157517718265,-0.778583840689692
"hsa-miR-378g",-0.0224083749051198,0.922734760023363,0.991748303015441,6.18942402623898,-0.0979753358030215
"hsa-miR-378h",-0.221399587207302,0.399802559148757,0.919885363810611,4.65902387393483,-0.856630227764567
"hsa-miR-378i",-0.105671914283719,0.652593553026728,0.948640213320057,6.35532138383389,-0.455634668256082
"hsa-miR-379-5p",-0.3795424561999,0.170080941254544,0.919885363810611,5.48663988716161,-1.41275758755592
"hsa-miR-380-3p",-0.262695313912543,0.38748969966826,0.919885363810611,4.94867983662112,-0.879562682105797
"hsa-miR-381-3p",-0.153791980826573,0.657417298768395,0.948640213320057,4.52879452115401,-0.44884578177809
"hsa-miR-381-5p",-0.261824232983617,0.476767840323433,0.919885363810611,4.78561028920013,-0.722396725671627
"hsa-miR-382-3p",-0.0077383728438507,0.982270917130568,0.991748303015441,4.48974707467824,-0.0224457801459354
"hsa-miR-382-5p",-0.0842051145120424,0.778347972228769,0.970502627872746,4.5842970385246,-0.284536036117901
"hsa-miR-383-5p",-0.12990697589301,0.72070679998504,0.958821141076678,3.91371249076942,-0.361584506184977
"hsa-miR-384",-0.218853087710526,0.450398459229388,0.919885363810611,4.60803379790283,-0.766795460044
"hsa-miR-3916",-0.233019709332726,0.466765632585473,0.919885363810611,3.85872666997759,-0.739062777026926
"hsa-miR-3918",-0.0512445045188832,0.881531898981803,0.990655101645292,4.22206237491555,-0.150562004486929
"hsa-miR-3928-3p",-0.302404372631822,0.35775536557398,0.919885363810611,4.88087421011061,-0.936971203717595
"hsa-miR-3934-5p",-0.44738419603852,0.162219631931782,0.919885363810611,4.69721204055937,-1.44028117070888
"hsa-miR-409-3p",-0.49551808430921,0.102373922480741,0.919885363810611,3.93678653712807,-1.69577515976927
"hsa-miR-409-5p",-0.33135859577109,0.336579394285483,0.919885363810611,3.87437062702334,-0.979823718967598
"hsa-miR-410-3p",-0.17494898777111,0.530779040105798,0.919885363810611,4.84607820814948,-0.635670778267251
"hsa-miR-411-5p",-0.301316180742295,0.313341079280965,0.919885363810611,5.17642830694236,-1.02902527003902
"hsa-miR-412-3p",-0.00895660272557386,0.979569706872905,0.991748303015441,4.78947397554034,-0.025866369216262
"hsa-miR-421",-0.0658036261170949,0.794772724019106,0.976129963629743,6.17137947608272,-0.262918101262843
"hsa-miR-422a",-0.0793207851983406,0.693054190934327,0.948640213320057,1.14324629527076,-0.399321312136673
