"miRNA","logFC","P.Value","adj.P.Val","AveExpr","t"
"hsa-miR-384",-0.218301311112666,0.491496400830405,0.754264234839622,4.60803379790283,-0.698220467788086
"hsa-miR-3916",-0.592316550286274,0.098750779144986,0.611921338001418,3.85872666997759,-1.7149517986421
"hsa-miR-3918",-0.0713094288752005,0.849869756071116,0.940440374765378,4.22206237491555,-0.191260120411417
"hsa-miR-3928-3p",-0.356809320793542,0.322559559939557,0.695016846512226,4.88087421011061,-1.00921511175272
"hsa-miR-3934-5p",-0.235492522595774,0.495281277012484,0.754264234839622,4.69721204055937,-0.692074971379308
"hsa-miR-409-3p",-0.21770383007893,0.5026924867916,0.761018584803071,3.93678653712807,-0.680117902755587
"hsa-miR-409-5p",-0.0289270037485694,0.938384036642546,0.982717140735895,3.87437062702334,-0.0780840869023603
"hsa-miR-410-3p",0.111064258795872,0.715691902379532,0.871942195570788,4.84607820814948,0.368387184031186
"hsa-miR-411-5p",-0.479971093923151,0.147111097407532,0.611921338001418,5.17642830694236,-1.49633228319105
"hsa-miR-412-3p",-0.128205621956988,0.73819549455629,0.883178417774991,4.78947397554034,-0.337993702020868
"hsa-miR-421",-0.0524459978561218,0.849846555484105,0.940440374765378,6.17137947608272,-0.19129005452747
"hsa-miR-422a",0.00303359703917594,0.988987710642594,0.994023047266888,1.14324629527076,0.0139412833337171
"hsa-miR-423-3p",0.180840342009761,0.465575051005462,0.744419875697134,5.93394746073859,0.741060466575954
"hsa-miR-423-5p",-0.221126370175158,0.441031005250168,0.73528629706123,6.58367732608524,-0.78294027471393
"hsa-miR-424-5p",0.655212641739697,0.125179116755878,0.611921338001418,7.82424188201912,1.5866809737327
"hsa-miR-425-5p",0.105791429433461,0.705367599191615,0.866731394792903,5.96488660237649,0.382448172502285
"hsa-miR-4284",-0.571527276596516,0.189484583733119,0.630695505869534,3.97380800065542,-1.34890333208186
"hsa-miR-4286",0.0405719900234951,0.871578428811817,0.945234833649701,5.5698989836876,0.163324871508892
"hsa-miR-429",-0.153129293192677,0.701262317069151,0.866265215203069,3.93886005824329,-0.388060922491677
"hsa-miR-431-5p",-1.00846229240026,0.056857572727405,0.609467853313963,3.63009585974545,-1.99687907819006
"hsa-miR-432-5p",-0.105066758306108,0.765616026674304,0.894526485045526,4.72979824080135,-0.301388402381822
"hsa-miR-433-3p",-0.162304172621435,0.644948374232044,0.830110971995438,4.53184869475185,-0.466439106247524
"hsa-miR-433-5p",-0.487306551319477,0.133963870569912,0.611921338001418,4.63413940389386,-1.54904428842958
"hsa-miR-4421",-0.1756807274129,0.65622688363817,0.837870485029215,4.01468235894301,-0.450519164000864
"hsa-miR-4425",-0.600598989900143,0.0604625982659718,0.609467853313963,4.37444244559867,-1.9664732457055
"hsa-miR-4431",-0.0894058098672792,0.77172726359519,0.899312510009508,4.44256661249655,-0.293288627534338
"hsa-miR-4435",-0.212348854936942,0.577021753989779,0.802575272355305,4.14293812082941,-0.565145678113427
"hsa-miR-4443",0.225758958113609,0.630006886226419,0.81614528442968,7.85267589251252,0.487719629436916
"hsa-miR-4448",-0.0715261498261377,0.851788057188271,0.940440374765378,4.09538315129921,-0.188785681833777
"hsa-miR-4451",-0.287974912813834,0.538111947635005,0.787823734563643,4.75510106019893,-0.624278369481521
"hsa-miR-4454+hsa-miR-7975",0.118489585500631,0.787820645844084,0.907187410365915,11.8914447891663,0.272052136878173
"hsa-miR-4455",-0.353913799631917,0.261701568770403,0.670158901343609,5.44870941473186,-1.14838449438343
"hsa-miR-4458",-0.958152758548608,0.011699561404802,0.57305854796297,3.89312783432376,-2.72055537907013
"hsa-miR-4461",-0.24764354770728,0.513265771232363,0.768454194077722,4.53137477023278,-0.663228889801957
"hsa-miR-448",-0.380469133706193,0.276459057736579,0.670158901343609,4.69272687627185,-1.11266372917494
