"Gene","Degree","Betweenness","Closeness","Eigenvector"
"PATJ",15,0.0058738180561676,0.304778060503251,0.0552720380425327
"TAF4",15,0.00195301072625414,0.296806167400881,0.0547011544957798
"DLG3",15,0.0034673165071413,0.283236994219653,0.0387923390195178
"BCKDHB",15,0.00453799633998533,0.290331268516025,0.0278041147762638
"AQR",15,0.00180878196899222,0.283534981588638,0.0274406587431038
"DDX46",15,0.0030580271257875,0.287696824125967,0.025364008971684
"OFD1",15,0.00268178715795033,0.288853161843516,0.0195474792346951
"DCTN2",15,0.00993972568979862,0.300529690549205,0.0183863572842256
"NEK9",15,0.00330004781405384,0.285260650965864,0.0166229024384314
"TRUB1",15,0.00139366055836796,0.27862496769191,0.0161757921011096
"NSUN4",15,0.00249373737618027,0.281756403554626,0.0142588323380374
"UTP25",15,0.00478812868923872,0.280875455966649,0.0133964057026357
"DPP4",14,0.00240275128256143,0.301622831561276,0.209308081936859
"USF1",14,0.00188425298194053,0.327858880778589,0.161531461214864
"NOG",14,0.00391260150019553,0.317994100294985,0.125722673638019
"LRPPRC",14,0.00907069679624432,0.325188536953243,0.110651841290706
"TFDP2",14,0.00780580841912687,0.317058823529412,0.110417067914202
"SPHK1",14,0.0068991586117287,0.32054713053821,0.107479159962251
"RIPK3",14,0.00253622831471356,0.302979201798763,0.105666998193567
"PSIP1",14,0.00153881725384933,0.322079474155961,0.105344293435257
"FTO",14,0.00396741919590385,0.322175732217573,0.100985230195398
"S100A8",14,0.00528469919107489,0.312282734646582,0.0779817253107128
"PLCE1",14,0.00346106323929957,0.291036717062635,0.0705613737988529
"BRD1",14,0.00559486900529139,0.307736226091921,0.0611166771318647
"S100A9",14,0.0019739363322079,0.289784946236559,0.060216546996847
"GRN",14,0.00294115222514016,0.299610894941634,0.0557202394438636
"USP13",14,0.00977319063609794,0.313463216051178,0.0477981924916003
"SYF2",14,0.00373199792977335,0.287773625200214,0.0365084682338957
"GDI2",14,0.00665331541794449,0.292378627610523,0.0289627109926557
"POM121",14,0.00111184273049146,0.290174966352625,0.0284721526791042
"CASK",14,0.00368663780100099,0.27683615819209,0.0272626992631954
"NDC1",14,0.00409415996142433,0.28375888391682,0.0268000096760715
"CSE1L",14,0.00318802509874565,0.285260650965864,0.0242059090650167
"SEC63",14,0.00728168030772624,0.285487288135593,0.0113168736261714
"ATP6V1H",14,0.00255658464473095,0.263763151455836,0.0110554920002226
"ACADSB",14,0.0012028155869109,0.264150943396226,0.0107731857256004
"RINT1",14,0.00895115985011164,0.282420749279539,0.0096333046708632
"ATP6V1D",14,0.00364872100404151,0.268894986280868,0.0070971354926834
"RORA",13,0.00060086575781239,0.313736903376019,0.238475052920788
"SATB1",13,0.00116632281857351,0.317900324388086,0.237155141665986
"GPR183",13,0.00468672797165452,0.28541170240932,0.22152834151992
"LY9",13,0.000893316129808175,0.275985663082437,0.216510888613188
"RASGRP1",13,0.000938566827107113,0.282420749279539,0.142323303035288
"ITGA6",13,0.00927801173506522,0.327659574468085,0.131117424106561
"TET1",13,0.00190273091501405,0.324796625489605,0.129093336771067
"CRY1",13,0.0022957475136099,0.32064247471743,0.109754969447475
"CLTA",13,0.00189655334217052,0.299694189602446,0.0826082275867037
"TINF2",13,0.000898649077743897,0.296235229458643,0.0812128014169889
"ARPC1B",13,0.00305620669292634,0.293893129770992,0.0605015184404173
"PAICS",13,0.00571049785593471,0.319881305637982,0.0512383166069622
"LIMK1",13,0.00541027238814279,0.304864253393665,0.0491517896501748
"LAMTOR5",13,0.00758843621528117,0.313919627256843,0.0491020072629233
"NDUFB3",13,0.00180375141186861,0.299361288530964,0.0430347658933605
"NPC2",13,0.00256658818913061,0.290566037735849,0.0352278370021875
"PABPN1",13,0.00333142695505572,0.288312382990104,0.0301242663862989
"OXCT1",13,0.000845751357578336,0.280218351962568,0.0247391861143705
"HSPG2",13,0.00934424140211117,0.279419388284085,0.0239737551091326
"ISY1",13,0.00199126788561823,0.277763463024994,0.0222175165409068
"METAP1",13,0.0109853655354394,0.300529690549205,0.0221876090086254
"RBM19",13,0.000151965736001533,0.268359472242967,0.0113181670063286
"RRP15",13,0.00107571312865763,0.264539877300614,0.00870815674047756
"IFITM1",12,0.00184180354578931,0.276197796566744,0.156475253322393
"TRAF5",12,0.00025346893629696,0.294938440492476,0.153489372886366
"RHOH",12,0.00524168393441621,0.318275760259817,0.14986036464762
"HLA-F",12,0.000266035174277837,0.280291211648466,0.128300262525466
"CD300A",12,0.00213386338329713,0.27683615819209,0.121457053764263
"MAX",12,0.00118176544317768,0.318557919621749,0.101071349665959
"KDM2B",12,0.00213597478985156,0.315573770491803,0.0918123389979335
"CALM2",12,0.00218326744432348,0.306511231162923,0.0810015945272392
"PDS5A",12,0.00139187950291482,0.306424104604889,0.0678114334286972
