"","TP0003_CD8_LTBI","TP0004_CD8_LTBI","TP0005_CD8_LTBI","TP0008_CD8_LTBI","TP0015_CD8_LTBI","TU0084_CD8_HC","XT0101_CD8_HC","TU0079_CD8_HC","TU0119_CD8_HC","TP0001_CD8_LTBI","TP0007_CD8_LTBI","TU0146_CD8_HC","XT0103_CD8_HC","TP0013_CD8_LTBI","TU0005_CD8_LTBI","TU0010_CD8_LTBI","TU0013_CD8_LTBI","TU0021_CD8_LTBI","TU0022_CD8_LTBI","TU0024_CD8_LTBI","TU0033_CD8_LTBI","TU0035_CD8_LTBI","TU0046_CD8_LTBI","TU0050_CD8_HC","TU0052_CD8_HC","TU0053_CD8_HC","TU0056_CD8_HC","TU0057_CD8_HC","TU0059_CD8_HC","TU0063_CD8_LTBI","TU0070_CD8_LTBI","TU0071_CD8_HC","TU0075_CD8_LTBI","TU0085_CD8_HC","TU0094_CD8_HC","TU0110_CD8_HC","XT0082_CD8_HC","XT0106_CD8_HC","XT0123_CD8_HC","XT0134_CD8_LTBI"
"AAMP",10.1322216786664,10.4511764015089,10.3038005184919,10.3137745124898,10.1269915342811,10.3807668334806,10.594532229334,9.91569776630146,9.97350010397822,10.5806328596104,10.366145136752,9.97110696604165,10.3972017741239,10.3715870248134,10.0586732877051,10.1856023904307,10.3436982054316,9.78833915892332,10.4632351404849,9.88016772173408,10.355667086133,10.1424754485202,10.2791616589277,10.3455436403383,10.2325438680258,10.2653242625264,9.83263624683062,10.268403775555,10.1950031281688,10.1388308794307,10.3878996543303,10.121402779657,10.1792985324247,10.0760659490193,10.1979991180555,10.034808066528,10.0926604435346,9.83334449557198,9.88070640302108,10.1074969543374
"AARS",9.00518191614625,9.06020920818044,9.15265987625896,9.22280995529308,9.32719173974621,9.36959960490084,9.17274556965258,9.3680740148246,9.29245986696032,9.93592043290485,9.53367826339795,8.69414476225381,9.47018485718652,10.2835846537356,9.2991835610693,9.57394315430066,9.47227160701622,9.02809032275783,9.65249640938594,9.78524551222257,10.0648192527097,9.40306424166319,9.34238917827021,9.6941980008546,10.2390572625747,9.40275452119343,9.78995840218326,9.41472583883916,9.8535712739006,9.55501607106192,10.1586562046919,9.26642459572936,8.31876427869431,9.92117574341096,9.94030598468788,9.95497222095295,9.76886989295482,9.6354106780164,9.82229689372084,9.4817398329445
"AARS2",8.92550721186147,8.84426460238203,8.8807455663271,8.61627754564446,8.99510477550102,8.81017502370775,8.92168318370954,8.93878503708635,8.85688688863496,9.11428852457905,8.95752822493845,8.64813398615546,8.79621103755524,9.10117008659484,8.71455756861666,7.93034731164434,8.92316887670538,8.19231674098147,8.538890625551,8.98102636296855,8.50794439033379,9.13463332812668,8.89998204704321,8.80344216348105,8.63223142069226,8.39682120656358,8.93578449371321,8.12273383597731,9.15932139814209,8.76101939088646,8.58302703997194,9.14527644442864,8.61877095725525,8.90666327043607,9.18152980331646,9.24453113752737,9.09263943866211,8.56212383488806,8.73470411853675,8.7987148007332
"AARSD1",9.00062955650223,9.4748188528963,9.40894521952608,9.9401950081723,9.27066548327183,9.81104732666519,9.45751296130303,9.1741563166675,9.36783175009286,9.52095349644492,9.59968857343576,9.55494355469835,9.41507028493004,9.65347692107418,9.48690643576191,9.59790364672089,9.81082617442523,9.63607744545457,9.18059138217034,9.45140898038106,9.60987277411059,9.3858502360434,10.0920296585215,9.70134555377901,9.62035368754719,9.09168617682195,9.96977342575978,9.72786933431046,9.44182989473968,9.72957310740543,9.26845372921148,9.76046241372104,9.78367431625367,9.48190310120229,9.48845496216403,9.66845283334217,9.87232135690879,9.17749534279258,9.49659771637736,9.62872607444336
"AASDH",9.13481808532904,8.71496062685034,8.76009811669899,8.97524740910972,8.90135704174602,9.15832724323915,8.96781648104696,9.06359455584729,9.15778164919966,8.46869177828435,8.64134664973779,8.85184926094832,8.36592105456173,9.02342739286141,8.23596340759224,8.79368317760256,8.54952087383672,8.51060954375437,8.66212753595516,8.41692915486995,8.29916023610443,8.9258428189077,9.01404241078283,8.7071175048742,8.23818767255355,9.03833536877383,8.9761000298922,8.72858425956759,9.1274697286389,8.63147655978515,8.61768664287965,8.57425263935812,8.55808224066293,8.93896619967086,8.72723511236966,8.64231081443469,8.53689665035998,9.07005924732576,9.11162773001283,8.75493158611555
"AASDHPPT",10.1401494074909,9.93819237982936,9.96429420476061,9.89493568979614,10.0772005555044,9.71713367937905,9.49456755567813,9.90410182798769,9.72954998417248,9.91522952287091,10.0177136412288,9.70924163785743,9.77935538752173,10.5965848252649,10.1011018231163,9.34077455683505,9.74228329966557,10.2900601468168,9.87346707174873,10.1071310245249,9.93542971424892,9.83188654048076,9.36203656081974,10.2408903867703,10.4233384163585,9.92063054110392,10.0126529756306,10.0893566637201,9.88518827726108,9.83205072489468,10.0741910504315,10.0210535600255,9.77717253667004,9.90143987796152,10.1232667071599,9.93251410276344,9.77764518970013,10.2382813537607,9.71333992313374,10.0210485084666
"AASS",8.86102955590634,8.49527621432872,8.80570224629354,8.07806164923819,8.1905967530525,7.64749144949277,8.18782514901621,8.58264461208026,8.59549956475938,7.20500822031626,8.10403192680749,8.2856867896594,8.1022720050831,8.56309904291702,8.6228189133465,8.35069415305557,8.79816284514304,8.6225073099293,7.96885553490173,7.51725587517154,8.1722077492815,8.66574704131854,8.27940107559665,7.58401366949883,8.15120416075629,8.59431063225313,8.42468838403502,7.87587903450856,8.41735814100511,8.45473928421914,8.21184474851165,7.70193707841822,8.05727321785166,8.76515019153406,7.87279468449812,8.69375678627265,7.95620620706922,8.6842133969727,8.46930812515282,8.48300926716188
"AATF",10.8010565267876,10.9440129269761,10.604926361247,11.0683821923826,10.7080285691317,10.8192865069133,10.9220893226876,10.3607085771104,10.5212913922803,10.8452135012873,10.9621520988453,10.6635678838297,10.9303789638386,11.4670362959331,11.4022672748849,11.4246993921852,11.4896315500479,10.9908670402205,11.3803260333635,11.3923587061452,11.1974791425947,10.9738608656552,11.1183926080274,11.0268594410509,11.5411998446627,10.9395971818105,11.3089971222987,11.5226675646927,11.2844271385896,11.0657295206884,11.3547895004171,11.1715048085499,11.2881513842445,11.3659942230505,11.1092566643927,11.0889412503533,11.1526633098831,11.4307126305147,10.9323913400359,11.3702495811495
"ABAT",8.14204104805257,8.07855474418039,8.34490130202911,7.93762378773525,7.99162306915565,7.76356385666259,8.19664871451819,8.03018415531707,7.75096301917376,8.35309687429318,7.98696884550689,8.17432198567355,7.80068064325292,7.80835832381416,7.90723217674158,7.81885821510621,7.65444285373727,8.007437984428,7.88833242075867,7.8657458796663,7.9513317282452,7.92265637037426,8.42052475386263,7.76054096108241,8.52564066975278,7.93998796944964,8.04779696902268,7.5557778472006,7.37524380083733,7.5811888443713,7.64175002807663,7.78073753452967,8.07047811535598,8.10652353880814,8.15101716632136,8.14109871081712,8.01784586280982,7.63743271407754,7.84146178185434,8.11817739807697
"ABCA1",7.20522980080036,7.36017880096948,7.24129180632886,7.37104005752604,7.31986237698262,7.89192642424997,8.62625197781436,8.74604195287928,7.67815997322103,6.9255130917877,7.27684628474152,7.74057415649892,7.60089113900634,7.19547970768663,6.9255130917877,6.9255130917877,6.9255130917877,7.53030847455947,7.08350227198641,7.78797571878094,7.3069182334789,7.6274261678176,7.51562399585628,7.46053117827625,7.43627816370445,7.29064420200845,7.05178907061249,6.9255130917877,7.23170852076063,7.51296082904322,6.9255130917877,7.2255872311405,7.64768661905721,7.95687655647947,6.9255130917877,6.9255130917877,7.19253127226077,7.05901102592364,7.42809579009617,7.44722958454587
"ABCA11P",7.90374440716151,8.27983452216218,8.2764203878828,7.94769631430369,8.1516509636616,8.09513420604775,8.16994427326557,7.88516554346052,8.01958016822715,8.00574578614408,7.77586530991796,7.83148744016964,7.99952559416975,7.5489132074709,7.85633299444776,7.72364809733691,7.82866539736163,8.07308415651729,7.87618505859165,8.14210043202511,7.73524985622782,7.63747195664184,7.81110857684646,8.09101972764165,7.97894809748178,7.95807504851658,8.27138498269826,7.59189959236659,7.78061888849078,8.01887760850195,7.81928138969912,7.64411644285561,7.81439041876703,7.99153671611157,7.78063636719747,7.71935888686364,7.63823824460818,7.7883143736166,7.90014867407349,7.89277844324347
"ABCA2",9.03216409927184,9.3371853227154,9.48618094245637,8.63201262088797,9.6762819530525,8.95546213890569,8.94956258571824,9.09212240679067,9.0202358525518,10.0247802548595,9.72500615319506,9.33442324904738,9.53946151584706,9.02592864019951,9.03588226800224,9.44917503120378,9.55522066726673,9.14142325359775,9.36458090824926,9.71433497532462,8.98609752871987,9.09930022780655,9.78607418569444,8.41997374842845,9.60874056902541,9.14503582700125,8.8290150057239,9.15183270559714,9.41009908752518,9.53304237539447,9.44108224198941,9.72723285837953,9.43915379599674,8.84573288120649,9.61439293917879,10.1629570894768,9.4336881212996,9.5659755495708,9.70459284352843,10.2524589224923
"ABCA3",8.16101282556078,8.21116653168031,7.77396006043615,7.74461957442014,8.13448444129616,8.0112470725803,8.14251176225534,7.81949861846378,8.15068974443618,8.49376415297408,8.09613309674153,8.05647291790489,8.21115738739578,7.90370831800159,8.10291232021979,7.97489161205171,8.27003713930296,8.37726634876211,8.60361066389327,8.08578866837009,8.02077981587289,8.21397306327831,8.43287387475481,8.22040955126389,8.38932920365897,8.0214335755162,8.00159443565298,7.92204519126522,8.27083397438028,8.11129125079331,7.92248690157619,8.10713040316539,8.34414258386926,7.81076067066277,8.30485795484209,8.31985628923069,8.31157716752034,8.15490155843937,8.3586244974433,8.23816055127782
"ABCA5",9.38183446411352,9.5527633214082,9.60443499337021,9.27413150605016,9.41176369937316,9.06084796677986,8.97684683726692,9.65621439087131,9.58527129378395,8.74580845841689,8.75594559822802,8.8002259468335,8.78185442836332,8.69039822478636,8.38033423031981,8.64508200434711,9.08450854475803,9.24808571601527,8.62441924665481,8.78080929950244,8.65799205645667,9.15309588263557,8.60017355660419,8.36427270322435,8.26847045417318,8.88933912803175,9.10033429100623,8.42826670544199,8.87048036059477,8.24024264922229,8.9921083349574,8.33163803403467,8.34414258386926,8.0634562507756,8.35886771242194,8.85849015607378,8.8151652211992,8.50765873349914,8.4738820495778,8.6807321596544
"ABCA7",9.24902885450104,9.35805552901576,9.40123193587067,8.78822648224836,9.9786391811884,9.10439087227586,9.13743656268515,9.56510012523637,9.29245986696032,9.31156651059619,9.45667252808662,9.38101020896606,9.23138028385423,9.44422354900354,9.25269973308549,9.64307501274604,9.04902380494542,9.17875978302192,9.05318624123086,9.30456471443599,9.22357300398378,9.48599957607948,9.36203656081974,9.15666273666433,9.15215342467901,9.27631845006,9.10803873497518,9.09551570756188,9.04559770588393,9.70723605182686,9.45896922283144,9.57719840477508,9.0105455279111,9.44682675755526,9.73274240601405,9.40725500348538,9.16051501842087,9.23331368094511,8.65525118461768,9.12642147140352
"ABCB1",9.61665785663611,9.89838352658177,9.51967428939423,9.01417558730701,9.33990469146936,9.74978283516963,9.42263520128614,9.9499194735217,9.77052641531156,9.2452343100546,9.49447686577178,9.63725261239748,9.3263646180502,9.63773598620283,8.45209307649111,9.6598285693321,9.90706069227804,9.51926760160717,9.41646731222952,10.1243689071943,8.68454570601912,10.3359163043461,9.79889638015287,9.462121532183,9.98436739163525,9.57422010297409,10.1615297008559,9.19132757694749,9.11250433498035,9.20930784671053,9.54048313046183,11.0440733248254,10.7037379020158,9.87564839390814,9.85139299611712,9.49546011026039,9.6005804002187,9.03117828491034,9.4593380729719,10.1457666430173
