"","TP0003_CD8_LTBI","TP0004_CD8_LTBI","TP0005_CD8_LTBI","TP0008_CD8_LTBI","TP0015_CD8_LTBI","TU0084_CD8_HC","XT0101_CD8_HC","TU0079_CD8_HC","TU0119_CD8_HC","TP0001_CD8_LTBI","TP0007_CD8_LTBI","TU0146_CD8_HC","XT0103_CD8_HC","TP0013_CD8_LTBI","TU0005_CD8_LTBI","TU0010_CD8_LTBI","TU0013_CD8_LTBI","TU0021_CD8_LTBI","TU0022_CD8_LTBI","TU0024_CD8_LTBI","TU0033_CD8_LTBI","TU0035_CD8_LTBI","TU0046_CD8_LTBI","TU0050_CD8_HC","TU0052_CD8_HC","TU0053_CD8_HC","TU0056_CD8_HC","TU0057_CD8_HC","TU0059_CD8_HC","TU0063_CD8_LTBI","TU0070_CD8_LTBI","TU0071_CD8_HC","TU0075_CD8_LTBI","TU0085_CD8_HC","TU0094_CD8_HC","TU0110_CD8_HC","XT0082_CD8_HC","XT0106_CD8_HC","XT0123_CD8_HC","XT0134_CD8_LTBI"
"TU0033_CD8_LTBI",0.944783628312298,0.947314767843707,0.94152656256551,0.949121526740485,0.941186441965084,0.947806326973685,0.943886720104774,0.940876164818952,0.939922041408323,0.950540106632733,0.964904886790153,0.94853614753973,0.960070992619446,0.954370642044716,0.958328399385455,0.965655986960484,0.96762231799835,0.92572886199544,0.969515889904505,0.967256840813811,1,0.959728889951136,0.962617866059728,0.962942298756599,0.964591273096879,0.970057535386443,0.96603501165152,0.961396541281195,0.965962470740785,0.9659109008715,0.964765493656314,0.960563894093655,0.956953377442447,0.961167362508008,0.961086792062995,0.963794507321754,0.954078794870674,0.955753581219826,0.962679530845785,0.960981584810508
"TU0035_CD8_LTBI",0.940856589889146,0.937260199212303,0.935928065366343,0.931127024746182,0.936291972195073,0.937041551158361,0.93164155653106,0.946421384730628,0.9406006228534,0.934563093221429,0.948826325464221,0.940196653523993,0.945811578044068,0.959871362824604,0.9563394717453,0.96238838077499,0.958054894148229,0.917965990123171,0.961640229964147,0.957638539926168,0.959728889951136,1,0.954649560588252,0.952403493545013,0.95979947126383,0.961851641924775,0.961829224732312,0.951847264102024,0.954250659643897,0.954597044910664,0.95416784922907,0.958159168773533,0.951286569503642,0.952519757705046,0.95476812027592,0.95290410442364,0.957879567185698,0.951518986382504,0.957198916300551,0.953622409186418
"TU0046_CD8_LTBI",0.947748692429142,0.950227556571692,0.943970847711817,0.947251555459865,0.943981210274661,0.951246976993412,0.944388848488766,0.945893382292559,0.946294546694059,0.941172064978101,0.959277000156065,0.948046323215917,0.957120638018549,0.945520656316792,0.95245604741447,0.960510891652673,0.957948707558078,0.923620408307983,0.96120719732736,0.95991695041285,0.962617866059728,0.954649560588252,1,0.955597368905273,0.9562995159896,0.963984864472075,0.958447550350296,0.954347947569683,0.958668498660916,0.958951722846004,0.955810341890871,0.952720329639039,0.949912948776525,0.954717681784249,0.953657116144103,0.957798095929811,0.946284812217284,0.949365177847653,0.957258726587432,0.953800688596062
"TU0050_CD8_HC",0.945776298696958,0.946966592051673,0.942597009006512,0.944632162945521,0.940056345160042,0.952092865140398,0.937463219094661,0.944575057088838,0.944483433043933,0.938250851937197,0.964852098761435,0.948779844672323,0.95693927332642,0.948131903508377,0.946942799504718,0.957114586364356,0.961928495342061,0.914363454033619,0.966012983294225,0.958996618357931,0.962942298756599,0.952403493545013,0.955597368905273,1,0.958456558564261,0.968279649500567,0.959109378205585,0.951078282378427,0.961962982619571,0.966769742853333,0.961947179671056,0.953972953194024,0.963838324952684,0.961490419041569,0.961958718560138,0.955440172305926,0.945622873654856,0.944050368112657,0.952250164560792,0.953601437682203
"TU0052_CD8_HC",0.949257943758552,0.947971453493279,0.94529924963223,0.945139374541853,0.940845598735328,0.946654642243391,0.939494941434349,0.940467336097314,0.940249662438623,0.949234548283765,0.96398635459324,0.944226698454416,0.958938399928363,0.949502220426645,0.954156090601246,0.962938906737781,0.963585215530447,0.916712559391697,0.967559664301547,0.96425822996023,0.964591273096879,0.95979947126383,0.9562995159896,0.958456558564261,1,0.966547290057816,0.962996456203306,0.964044812956645,0.963297701657148,0.962653530674326,0.963556040701548,0.960259033869125,0.954785051662274,0.961991471428706,0.963824724932629,0.963732446228807,0.952553558725018,0.955778249072921,0.960406109993481,0.960801006631887
"TU0053_CD8_HC",0.9523857034065,0.953265894400592,0.946924385163664,0.949738644030074,0.947435183975889,0.955616503124477,0.948534162345117,0.955399747040613,0.953467598927468,0.942968912446896,0.966273089317604,0.959198888007104,0.962533746897328,0.952446757194023,0.958413128853246,0.968581945280164,0.966874810041351,0.934463298973517,0.974002674325076,0.966358024337735,0.970057535386443,0.961851641924775,0.963984864472075,0.968279649500567,0.966547290057816,1,0.967235578121926,0.959802260191021,0.970101206251789,0.970238836567902,0.965919917882907,0.960370512718875,0.965374945515913,0.966629770819078,0.964225461840486,0.965349311286962,0.954924014401078,0.957240543466252,0.965495292998489,0.963548011166287
"TU0056_CD8_HC",0.939661622697848,0.94323404596992,0.937749065759215,0.942365917341245,0.935803357260931,0.948733368046017,0.941565797175788,0.945696268254318,0.944401044838113,0.938998155696725,0.955815843039601,0.949052117848257,0.95254479995202,0.952561461838411,0.955669323251668,0.964795861011977,0.962683610341471,0.922508894463761,0.965650805893287,0.962669932016234,0.96603501165152,0.961829224732312,0.958447550350296,0.959109378205585,0.962996456203306,0.967235578121926,1,0.956064698403922,0.962131001073322,0.964234172088068,0.96082246902752,0.965653304598149,0.962033622506326,0.962892617478934,0.960177863291256,0.961479346291042,0.957506528782974,0.95723123737071,0.96400130824693,0.961131491910554
"TU0057_CD8_HC",0.945900146513324,0.946434528436449,0.93911803513272,0.946024242087998,0.937435792818478,0.940180066826906,0.941197338535524,0.930859542419284,0.930850406887987,0.950533339704405,0.961690066972082,0.934462688072097,0.957401464710727,0.944829561591207,0.954686675443505,0.958531064534446,0.958582877390689,0.908202004959542,0.960714553472266,0.966767913857796,0.961396541281195,0.951847264102024,0.954347947569683,0.951078282378427,0.964044812956645,0.959802260191021,0.956064698403922,1,0.96022975121011,0.955989592435614,0.960687294070323,0.955980417057185,0.94402711002034,0.956083656962171,0.958384597033505,0.963069282629143,0.948601272416865,0.954062125585531,0.956899194508132,0.954809953730902
"TU0059_CD8_HC",0.950222426053478,0.954196452044091,0.94687883314629,0.95207695876857,0.945805298479546,0.95399163240837,0.948785122681555,0.949639720709924,0.94988976324725,0.940941334485886,0.964538755832448,0.955210651312601,0.962383821304616,0.94371314089636,0.955261782198221,0.962754108882315,0.961675170119741,0.930686326546514,0.967385024930052,0.965044877672629,0.965962470740785,0.954250659643897,0.958668498660916,0.961962982619571,0.963297701657148,0.970101206251789,0.962131001073322,0.96022975121011,1,0.966791838524812,0.963942509694216,0.955311131567554,0.960553846763614,0.963083165429515,0.961658661961863,0.961736315559812,0.9518644758319,0.953574243087855,0.962946570635747,0.96144705314307
"TU0063_CD8_LTBI",0.946825745301254,0.952595366962338,0.94737315557481,0.952435262795533,0.9468109339061,0.958376959009044,0.947097557264193,0.948943732160396,0.952035590728758,0.939081222342051,0.967901784698734,0.957325011384329,0.96028721771921,0.945346220731382,0.954466909219775,0.960336546914769,0.963623813521867,0.929963633889218,0.96984688544829,0.961677097681057,0.9659109008715,0.954597044910664,0.958951722846004,0.966769742853333,0.962653530674326,0.970238836567902,0.964234172088068,0.955989592435614,0.966791838524812,1,0.963996525934687,0.958888067430012,0.968041848164974,0.965842429131884,0.964124444973588,0.960852051029818,0.94813503859553,0.950897036986663,0.9605300864661,0.960494212325533
